NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY,NOMBRE_INVESTIGADOR_NORM,NOMBRE_PATENTE_NORM,ES_MISMA_PERSONA,SCORE,DETALLES
"GARCIA PAEZ,FERNANDO","GARCIA,FERNANDO F",7.9,"GARCIA PAEZ,FERNANDO","GARCIA,FERNANDO F",False,60.0,Institución
"GARCIA LOPEZ,GUADALUPE","GARCIA,GUADALUPE",8.3,"GARCIA LOPEZ,GUADALUPE","GARCIA,GUADALUPE",False,40.0,Sin coincidencias
"GARCIA CONDE,GUSTAVO","GARCIA,GUSTAVO",8.3,"GARCIA CONDE,GUSTAVO","GARCIA,GUSTAVO",False,60.0,Institución
"GARCIA CONDE,GUSTAVO","GARCIA,GUSTAVO A",7.7,"GARCIA CONDE,GUSTAVO","GARCIA,GUSTAVO A",False,37.2,Similitud Nombre (93%)
"GARCIA NAVA,HECTOR","GARCIA,HECTOR",8.5,"GARCIA NAVA,HECTOR","GARCIA,HECTOR",False,60.0,Institución
"SOLIS GARCIA,HUGO","GARCIA,HUGO",8.3,"SOLIS GARCIA,HUGO","GARCIA,HUGO",False,60.0,Fecha
"GARCIA FERIA,LUIS MANUEL","GARCIA,IUIS MANUEL",7.8,"GARCIA FERIA,LUIS MANUEL","GARCIA,IUIS MANUEL",True,80.0,"Institución, Fecha"
"GARCIA SOTO,J DE JESUS","GARCIA,JAIME JESUS",7.3,"GARCIA SOTO,J DE JESUS","GARCIA,JAIME JESUS",False,60.0,Institución
"GARCIA DIAZ,JESUS","GARCIA,JESUS",8.5,"GARCIA DIAZ,JESUS","GARCIA,JESUS",False,40.0,Sin coincidencias
"GARCIA ROJAS,JESUS ALBERTO","GARCIA,JESUS ALBERTO GRANADO",7.1,"GARCIA ROJAS,JESUS ALBERTO","GARCIA,JESUS ALBERTO GRANADO",False,60.0,Fecha
"GARCIA GOMEZ,JOSE","GARCIA,JOSE",8.3,"GARCIA GOMEZ,JOSE","GARCIA,JOSE",False,60.0,Institución
"GARCIA GOMEZ,JOSE","GARCIA,JOSE A",7.3,"GARCIA GOMEZ,JOSE","GARCIA,JOSE A",False,36.8,Similitud Nombre (92%)
"GARCIA FERIA,LUIS MANUEL","GARCIA,LUIS MANUEL",8.3,"GARCIA FERIA,LUIS MANUEL","GARCIA,LUIS MANUEL",False,60.0,Institución
"GARCIA JUAREZ,MARCOS","GARCIA,MARCO",7.7,"GARCIA JUAREZ,MARCOS","GARCIA,MARCO",False,60.0,Institución
"COLIN GARCIA,MARIA","GARCIA,MARIA L",75.0,"COLIN GARCIA,MARIA","GARCIA,MARIA L",False,36.8,Similitud Nombre (92%)
"GARCIA BERGER,MARIO","GARCIA,MARIO",8.1,"GARCIA BERGER,MARIO","GARCIA,MARIO",False,60.0,Institución
"GARCIA ROCHA,MIGUEL","GARCIA,MIGUEL",8.3,"GARCIA ROCHA,MIGUEL","GARCIA,MIGUEL",True,80.0,"Institución, Fecha"
"GARCIA LEAL,OSCAR","GARCIA,OSCAR",8.5,"GARCIA LEAL,OSCAR","GARCIA,OSCAR",False,60.0,Institución
"GARCIA RUIZ,RAFAEL","GARCIA,RAFAEL",8.5,"GARCIA RUIZ,RAFAEL","GARCIA,RAFAEL",False,60.0,Institución
"GARCIA GARZA,RUBEN","GARCIA,RUBEN",8.3,"GARCIA GARZA,RUBEN","GARCIA,RUBEN",False,60.0,Institución
"CRUZ GARCIA,SALVADOR","GARCIA,SALVADOR",8.5,"CRUZ GARCIA,SALVADOR","GARCIA,SALVADOR",False,60.0,Institución
"GARCIA AVILA,SERGIO","GARCIA,SERGIO",8.3,"GARCIA AVILA,SERGIO","GARCIA,SERGIO",False,60.0,Institución
"GARIBAY FEBLES,VICENTE","GARIBAY FEBLES,VICENTE",100.0,"GARIBAY FEBLES,VICENTE","GARIBAY FEBLES,VICENTE",False,60.0,Institución
"GARNICA GARZA,HECTOR MAURICIO","GARNICA GARZA,HECTOR MAURICIO",100.0,"GARNICA GARZA,HECTOR MAURICIO","GARNICA GARZA,HECTOR MAURICIO",False,60.0,Institución
"GARZON TIZNADO,JOSE ANTONIO","GARZON TIZNADO,JOSE ANTONIO",100.0,"GARZON TIZNADO,JOSE ANTONIO","GARZON TIZNADO,JOSE ANTONIO",False,60.0,Institución
"GEVORGYAN,GOHAR","GEVORGYAN,GOHAR",100.0,"GEVORGYAN,GOHAR","GEVORGYAN,GOHAR",False,60.0,Institución
"GOJON ZORRILLA,GABRIEL","GOJON ZORRILLA,GABRIEL",100.0,"GOJON ZORRILLA,GABRIEL","GOJON ZORRILLA,GABRIEL",False,40.0,Similitud Nombre (100%)
"GOMEZ ALDAPA,CARLOS ALBERTO","GOMEZ ALDAPA,CARLOS ALBERTO",100.0,"GOMEZ ALDAPA,CARLOS ALBERTO","GOMEZ ALDAPA,CARLOS ALBERTO",False,60.0,Institución
"GOMEZ GOMEZ,ISABEL","GOMEZ GOMEZ,ISABEL",100.0,"GOMEZ GOMEZ,ISABEL","GOMEZ GOMEZ,ISABEL",False,40.0,Similitud Nombre (100%)
"GOMEZ GUTIERREZ,DAVID","GOMEZ GUTIERREZ,DAVID",100.0,"GOMEZ GUTIERREZ,DAVID","GOMEZ GUTIERREZ,DAVID",False,40.0,Sin coincidencias
"GOMEZ RAMIREZ,MARLENNE","GOMEZ RAMIREZ,MARLENNE",100.0,"GOMEZ RAMIREZ,MARLENNE","GOMEZ RAMIREZ,MARLENNE",True,80.0,"Institución, Fecha"
"GARZA GOMEZ,ALEJANDRO","GOMEZ,ALEJANDRO",81.2,"GARZA GOMEZ,ALEJANDRO","GOMEZ,ALEJANDRO",False,40.0,Sin coincidencias
"GOMEZ RUIZ,JAIME","GOMEZ,JAIME",8.3,"GOMEZ RUIZ,JAIME","GOMEZ,JAIME",False,40.0,Sin coincidencias
"GOMEZ DIAZ,JAVIER","GOMEZ,JAVIER",8.3,"GOMEZ DIAZ,JAVIER","GOMEZ,JAVIER",False,60.0,Institución
"GOMEZ ORTEGA,ARTURO","GOMORA,ARTURO",8.3,"GOMEZ ORTEGA,ARTURO","GOMORA,ARTURO",False,40.0,Sin coincidencias
"GONGORA CASTILLO,ELSA BEATRIZ","GONGORA CASTILLO,ELSA BEATRIZ",100.0,"GONGORA CASTILLO,ELSA BEATRIZ","GONGORA CASTILLO,ELSA BEATRIZ",False,40.0,Similitud Nombre (100%)
"GONZALEZ ORTEGA,EMMANUEL","GONZAGA,EMMANUEL F",7.6,"GONZALEZ ORTEGA,EMMANUEL","GONZAGA,EMMANUEL F",False,0.0,Sin coincidencias
"GONZALEZ TULE,LUIS","GONZALEZ ARGENTIN,LUIS",8.3,"GONZALEZ TULE,LUIS","GONZALEZ ARGENTIN,LUIS",False,60.0,Institución
"GONZALEZ CORDOVA,AARON FERNANDO","GONZALEZ CORDOVA,AARON FERNANDO",100.0,"GONZALEZ CORDOVA,AARON FERNANDO","GONZALEZ CORDOVA,AARON FERNANDO",False,40.0,Sin coincidencias
"GONZALEZ GALVAN,EMILIO JORGE","GONZALEZ GALVAN,EMILIO J",90.0,"GONZALEZ GALVAN,EMILIO JORGE","GONZALEZ GALVAN,EMILIO J",False,38.400000000000006,Similitud Nombre (96%)
"GONZALEZ GONZALEZ,MARIA ALEJANDRA","GONZALEZ GONZALEZ,GABRIELA ALEJANDRA",9.2,"GONZALEZ GONZALEZ,MARIA ALEJANDRA","GONZALEZ GONZALEZ,GABRIELA ALEJANDRA",False,40.0,Sin coincidencias
"GONZALEZ HERNANDEZ,CARLOS","GONZALEZ HERNANDEZ,CARLOS",100.0,"GONZALEZ HERNANDEZ,CARLOS","GONZALEZ HERNANDEZ,CARLOS",False,40.0,Similitud Nombre (100%)
"GONZALEZ HERNANDEZ,GLORIA ANGELICA","GONZALEZ HERNANDEZ,GLORIA ANGELICA",100.0,"GONZALEZ HERNANDEZ,GLORIA ANGELICA","GONZALEZ HERNANDEZ,GLORIA ANGELICA",False,40.0,Similitud Nombre (100%)
"GONZALEZ HERNANDEZ,JESUS","GONZALEZ HERNANDEZ,JESUS",100.0,"GONZALEZ HERNANDEZ,JESUS","GONZALEZ HERNANDEZ,JESUS",False,60.0,Institución
"GONZALEZ HERRERA,IRMA GABRIELA","GONZALEZ HERRERA,IRMA GABRIELA",100.0,"GONZALEZ HERRERA,IRMA GABRIELA","GONZALEZ HERRERA,IRMA GABRIELA",False,60.0,Institución
"GONZALEZ JIMENEZ,LUIS ENRIQUE","GONZALEZ JIMENEZ,LUIS ENRIQUE",100.0,"GONZALEZ JIMENEZ,LUIS ENRIQUE","GONZALEZ JIMENEZ,LUIS ENRIQUE",False,60.0,Institución
"GONZALEZ MONTIEL,ALFONSO","GONZALEZ MONTIEL,ALFONSO",100.0,"GONZALEZ MONTIEL,ALFONSO","GONZALEZ MONTIEL,ALFONSO",False,40.0,Sin coincidencias
"GONZALEZ RIOS,HUMBERTO","GONZALEZ RIOS,HUMBERTO",100.0,"GONZALEZ RIOS,HUMBERTO","GONZALEZ RIOS,HUMBERTO",False,40.0,Sin coincidencias
"GONZALEZ VILLARREAL,JOSE ALEJANDRO","GONZALEZ VILLARREAL,JOSE ALEJANDRO",100.0,"GONZALEZ VILLARREAL,JOSE ALEJANDRO","GONZALEZ VILLARREAL,JOSE ALEJANDRO",False,40.0,Sin coincidencias
"GONZALEZ PALACIOS,AARON","GONZALEZ,AARON",82.0,"GONZALEZ PALACIOS,AARON","GONZALEZ,AARON",False,60.0,Institución
"GONZALEZ GOMEZ,ALEJANDRO","GONZALEZ,ALEJANDRO",8.6,"GONZALEZ GOMEZ,ALEJANDRO","GONZALEZ,ALEJANDRO",False,60.0,Institución
"GONZALEZ ISLA,ARTURO","GONZALEZ,ARTURO",88.9,"GONZALEZ ISLA,ARTURO","GONZALEZ,ARTURO",False,40.0,Sin coincidencias
"GONZALEZ GOMEZ,CLAUDIA","GONZALEZ,CLAUDIA",8.6,"GONZALEZ GOMEZ,CLAUDIA","GONZALEZ,CLAUDIA",False,60.0,Institución
"GONZALEZ ORTEGA,EMMANUEL","GONZALEZ,EMMANUEL B",7.9,"GONZALEZ ORTEGA,EMMANUEL","GONZALEZ,EMMANUEL B",False,37.6,Similitud Nombre (94%)
"GONZALEZ SOSA,ENRIQUE","GONZALEZ,ENRIQUE",88.9,"GONZALEZ SOSA,ENRIQUE","GONZALEZ,ENRIQUE",False,60.0,Institución
"GONZALEZ ORTIZ,FELIPE","GONZALEZ,FELIPE",8.6,"GONZALEZ ORTIZ,FELIPE","GONZALEZ,FELIPE",False,40.0,Sin coincidencias
"GONZALEZ CERON,FERNANDO","GONZALEZ,FERNANDO",8.6,"GONZALEZ CERON,FERNANDO","GONZALEZ,FERNANDO",False,40.0,Sin coincidencias
"GONZALEZ TOVAR,JOSE","GONZALEZ,JOSE",8.6,"GONZALEZ TOVAR,JOSE","GONZALEZ,JOSE",False,60.0,Institución
"GONZALEZ TOVAR,JOSE","GONZALEZ,JOSE M",7.6,"GONZALEZ TOVAR,JOSE","GONZALEZ,JOSE M",False,37.2,Similitud Nombre (93%)
"GONZALEZ VIDAL,JUAN CARLOS","GONZALEZ,JUAN CARLOS",8.6,"GONZALEZ VIDAL,JUAN CARLOS","GONZALEZ,JUAN CARLOS",False,60.0,Institución
"GONZALEZ MORFIN,JUAN","GONZALEZ,JUAN L",7.4,"GONZALEZ MORFIN,JUAN","GONZALEZ,JUAN L",False,37.2,Similitud Nombre (93%)
"GONZALEZ LOPEZ,JUAN MIGUEL","GONZALEZ,JUAN MIGUEL",8.6,"GONZALEZ LOPEZ,JUAN MIGUEL","GONZALEZ,JUAN MIGUEL",True,80.0,"Institución, Fecha"
"GONZALEZ LOPEZ,MARCO ANTONIO","GONZALEZ,MARCO ANTONIO PEREZ",7.6,"GONZALEZ LOPEZ,MARCO ANTONIO","GONZALEZ,MARCO ANTONIO PEREZ",True,80.0,"Institución, Fecha"
"GONZALEZ RIOS,OSCAR","GONZALEZ,OSCAR",88.9,"GONZALEZ RIOS,OSCAR","GONZALEZ,OSCAR",False,60.0,Fecha
"GONZALEZ ZAMORA,PEDRO","GONZALEZ,PEDRO",8.4,"GONZALEZ ZAMORA,PEDRO","GONZALEZ,PEDRO",True,80.0,"Institución, Fecha"
"GONZALEZ ZAMORA,PEDRO","GONZALEZ,PEDRO C",7.6,"GONZALEZ ZAMORA,PEDRO","GONZALEZ,PEDRO C",False,37.2,Similitud Nombre (93%)
"GONZALEZ ACOLT,ROBERTO","GONZALEZ,ROBERTO",8.6,"GONZALEZ ACOLT,ROBERTO","GONZALEZ,ROBERTO",False,60.0,Institución
"GORDILLO MOSCOSO,JOSE LUIS","GORDILLO MOSCOSO,JOSE LUIS",100.0,"GORDILLO MOSCOSO,JOSE LUIS","GORDILLO MOSCOSO,JOSE LUIS",False,60.0,Institución
"GORIN,THOMAS","GORT,THOMAS",8.3,"GORIN,THOMAS","GORT,THOMAS",False,60.0,Institución
"GOSSET LAGARDA,GUILLERMO","GOSSET LAGARDA,GUILLERMO",100.0,"GOSSET LAGARDA,GUILLERMO","GOSSET LAGARDA,GUILLERMO",False,60.0,Institución
"GRAEVE,OLIVIA AMALIA","GRAEVE,OLIVIA A",88.9,"GRAEVE,OLIVIA AMALIA","GRAEVE,OLIVIA A",False,37.2,Similitud Nombre (93%)
"GRANADOS COVARRUBIAS,EVIN HAZAEL","GRANADOS COVARRUBIAS,EVIN HAZAEL",100.0,"GRANADOS COVARRUBIAS,EVIN HAZAEL","GRANADOS COVARRUBIAS,EVIN HAZAEL",False,40.0,Similitud Nombre (100%)
"GUERRA ZUBIAGA,DAVID APOLINAR","GUERRA ZUBIAGA,DAVID APOLINAR",100.0,"GUERRA ZUBIAGA,DAVID APOLINAR","GUERRA ZUBIAGA,DAVID APOLINAR",False,60.0,Institución
"GUERRERO SANCHEZ,WUIYEVALDO FERMIN","GUERRERO SANCHEZ,WUIYEVALDO FERMIN",100.0,"GUERRERO SANCHEZ,WUIYEVALDO FERMIN","GUERRERO SANCHEZ,WUIYEVALDO FERMIN",False,60.0,Institución
"GUERRERO SANTOS,RAMIRO","GUERRERO SANTOS,RAMIRO",100.0,"GUERRERO SANTOS,RAMIRO","GUERRERO SANTOS,RAMIRO",False,40.0,Similitud Nombre (100%)
"GUTIERREZ ROBLES,JOSE ALBERTO","GUERRERO,JOSE ALBERTO GARCIA",7.2,"GUTIERREZ ROBLES,JOSE ALBERTO","GUERRERO,JOSE ALBERTO GARCIA",False,60.0,Institución
"GUEVARA GONZALEZ,CESAR","GUEVARA,CESAR",8.0,"GUEVARA GONZALEZ,CESAR","GUEVARA,CESAR",False,60.0,Institución
"GUILLEN SANTIAGO,ALEJANDRO","GUILLEN,ALEJANDRO",8.0,"GUILLEN SANTIAGO,ALEJANDRO","GUILLEN,ALEJANDRO",True,80.0,"Institución, Fecha"
"GURROLA BRIONES,GEORGINA","GURROLA BRIONES,GEORGINA",100.0,"GURROLA BRIONES,GEORGINA","GURROLA BRIONES,GEORGINA",False,60.0,Institución
"GUTIERREZ ALEJANDRE,AIDA","GUTIERREZ ALEJANDRE,AIDA",100.0,"GUTIERREZ ALEJANDRE,AIDA","GUTIERREZ ALEJANDRE,AIDA",False,60.0,Institución
"GUTIERREZ ARZALUZ,MIRELLA","GUTIERREZ ARZALUZ,MIRELLA",100.0,"GUTIERREZ ARZALUZ,MIRELLA","GUTIERREZ ARZALUZ,MIRELLA",False,60.0,Institución
"GUTIERREZ MEDINA,BRAULIO","GUTIERREZ MEDINA,BRAULIO",100.0,"GUTIERREZ MEDINA,BRAULIO","GUTIERREZ MEDINA,BRAULIO",False,40.0,Sin coincidencias
"GUTIERREZ URIBE,JANET ALEJANDRA","GUTIERREZ URIBE,JANET ALEJANDRA",100.0,"GUTIERREZ URIBE,JANET ALEJANDRA","GUTIERREZ URIBE,JANET ALEJANDRA",False,60.0,Institución
"GUTIERREZ BECERRA,ALBERTO","GUTIERREZ,ALBERTO",8.4,"GUTIERREZ BECERRA,ALBERTO","GUTIERREZ,ALBERTO",False,60.0,Institución
"GUTIERREZ LOZANO,ARTURO","GUTIERREZ,ARTURO",86.0,"GUTIERREZ LOZANO,ARTURO","GUTIERREZ,ARTURO",True,80.0,"Institución, Fecha"
"GUTIERREZ RUIZ,DAVID","GUTIERREZ,DAVID H",8.0,"GUTIERREZ RUIZ,DAVID","GUTIERREZ,DAVID H",False,37.6,Similitud Nombre (94%)
"GUTIERREZ LOPEZ,ENRIQUE","GUTIERREZ,ENRIQUE G",81.2,"GUTIERREZ LOPEZ,ENRIQUE","GUTIERREZ,ENRIQUE G",False,37.6,Similitud Nombre (94%)
"GUTIERREZ CUEVAS,JORGE","GUTIERREZ,JORGE",86.0,"GUTIERREZ CUEVAS,JORGE","GUTIERREZ,JORGE",False,60.0,Institución
"GUTIERREZ,LUIS","GUTIERREZ,LUIS",100.0,"GUTIERREZ,LUIS","GUTIERREZ,LUIS",True,80.0,"Institución, Fecha"
"GUTIERREZ PRECIADO,LUIS FERNANDO","GUTIERREZ,LUIS FERNANDO",8.3,"GUTIERREZ PRECIADO,LUIS FERNANDO","GUTIERREZ,LUIS FERNANDO",False,60.0,Institución
"GUTIERREZ NAVA,MANUEL","GUTIERREZ,MANUEL",8.9,"GUTIERREZ NAVA,MANUEL","GUTIERREZ,MANUEL",False,60.0,Institución
"GUTIERREZ CASTRELLON,PEDRO","GUTIERREZ,PEDRO",8.1,"GUTIERREZ CASTRELLON,PEDRO","GUTIERREZ,PEDRO",False,40.0,Sin coincidencias
"GUTIERREZ SUAREZ,RAUL","GUTIERREZ,RAUL",86.0,"GUTIERREZ SUAREZ,RAUL","GUTIERREZ,RAUL",False,60.0,Fecha
"GUTIERREZ DORADO,ROBERTO","GUTIERREZ,ROBERTO",86.0,"GUTIERREZ DORADO,ROBERTO","GUTIERREZ,ROBERTO",False,60.0,Institución
"GUZMAN CASTILLO,MARIA DE LOURDES ALEJANDRA","GUZMAN CASTILLO,MARIA DE LOURDES ALEJANDRA",100.0,"GUZMAN CASTILLO,MARIA DE LOURDES ALEJANDRA","GUZMAN CASTILLO,MARIA DE LOURDES ALEJANDRA",False,60.0,Institución
"GUZMAN LOPEZ,MIGUEL ANGEL","GUZMAN LOPEZ,MIGUEL A",90.0,"GUZMAN LOPEZ,MIGUEL ANGEL","GUZMAN LOPEZ,MIGUEL A",False,38.0,Similitud Nombre (95%)
"GUZMAN LUCERO,DIEGO JAVIER","GUZMAN LUCERO,DIEGO JAVIER",100.0,"GUZMAN LUCERO,DIEGO JAVIER","GUZMAN LUCERO,DIEGO JAVIER",False,60.0,Institución
"GUZMAN PANTOJA,JAVIER","GUZMAN PANTOJA,JAVIER",100.0,"GUZMAN PANTOJA,JAVIER","GUZMAN PANTOJA,JAVIER",False,60.0,Institución
"HENNEY,WILLIAM JOHN","HEINZEN,WILLIAM J",7.3,"HENNEY,WILLIAM JOHN","HEINZEN,WILLIAM J",False,0.0,Sin coincidencias
"HERMOSILLO VALADEZ,JORGE","HERMOSILLO,JORGE",8.5,"HERMOSILLO VALADEZ,JORGE","HERMOSILLO,JORGE",False,60.0,Institución
"HERNANDEZ ALTAMIRANO,RAUL","HERNANDEZ ALTAMIRANO,RAUL",100.0,"HERNANDEZ ALTAMIRANO,RAUL","HERNANDEZ ALTAMIRANO,RAUL",False,60.0,Institución
"HERNANDEZ AVALOS,PEDRO AARON","HERNANDEZ AVALOS,PEDRO AARON",100.0,"HERNANDEZ AVALOS,PEDRO AARON","HERNANDEZ AVALOS,PEDRO AARON",False,40.0,Similitud Nombre (100%)
"HERNANDEZ BELLO,ROMEL","HERNANDEZ BELLO,ROMEL",100.0,"HERNANDEZ BELLO,ROMEL","HERNANDEZ BELLO,ROMEL",True,80.0,"Institución, Fecha"
"HERNANDEZ BELTRAN,FRANCISCO JAVIER","HERNANDEZ BELTRAN,FRANCISCO JAVIER",100.0,"HERNANDEZ BELTRAN,FRANCISCO JAVIER","HERNANDEZ BELTRAN,FRANCISCO JAVIER",False,60.0,Institución
"HERNANDEZ BELTRAN,NORMA ALICIA","HERNANDEZ BELTRAN,NORMA ALICIA",100.0,"HERNANDEZ BELTRAN,NORMA ALICIA","HERNANDEZ BELTRAN,NORMA ALICIA",False,40.0,Sin coincidencias
"HERNANDEZ BRENES,CARMEN","HERNANDEZ BRENES,CARMEN",100.0,"HERNANDEZ BRENES,CARMEN","HERNANDEZ BRENES,CARMEN",False,40.0,Similitud Nombre (100%)
"HERNANDEZ CAMPOS,MARIA ALICIA","HERNANDEZ CAMPOS,MARIA ALICIA",100.0,"HERNANDEZ CAMPOS,MARIA ALICIA","HERNANDEZ CAMPOS,MARIA ALICIA",False,60.0,Institución
"HERNANDEZ CARBAJAL,EDGAR IVAN","HERNANDEZ CARBAJAL,EDGAR IVAN",100.0,"HERNANDEZ CARBAJAL,EDGAR IVAN","HERNANDEZ CARBAJAL,EDGAR IVAN",True,80.0,"Institución, Fecha"
"HERNANDEZ CORTEZ,JOSE GONZALO","HERNANDEZ CORTEZ,JOSE GONZALO",100.0,"HERNANDEZ CORTEZ,JOSE GONZALO","HERNANDEZ CORTEZ,JOSE GONZALO",False,60.0,Institución
"HERNANDEZ GAMA,REGINA","HERNANDEZ GAMA,REGINA",100.0,"HERNANDEZ GAMA,REGINA","HERNANDEZ GAMA,REGINA",True,80.0,"Institución, Fecha"
"HERNANDEZ GONZALEZ,RUTILIA MARISELA","HERNANDEZ GONZALES,RUTILIA MARISELA",9.7,"HERNANDEZ GONZALEZ,RUTILIA MARISELA","HERNANDEZ GONZALES,RUTILIA MARISELA",False,60.0,Institución
"HERNANDEZ GONZALEZ,GUILLERMO","HERNANDEZ GONZALEZ,GUILLERMO",100.0,"HERNANDEZ GONZALEZ,GUILLERMO","HERNANDEZ GONZALEZ,GUILLERMO",False,60.0,Institución
"HERNANDEZ LUIS,FRANCISCO","HERNANDEZ LUIS,FRANCISCO",100.0,"HERNANDEZ LUIS,FRANCISCO","HERNANDEZ LUIS,FRANCISCO",False,60.0,Institución
"HERNANDEZ MAYA,ROBERTO CARLOS","HERNANDEZ MAYA,ROBERTO CARLOS",100.0,"HERNANDEZ MAYA,ROBERTO CARLOS","HERNANDEZ MAYA,ROBERTO CARLOS",False,40.0,Sin coincidencias
"HERNANDEZ MUNOZ,ROLANDO EFRAIN","HERNANDEZ MUNOZ,ROLANDO EFRAIN",100.0,"HERNANDEZ MUNOZ,ROLANDO EFRAIN","HERNANDEZ MUNOZ,ROLANDO EFRAIN",False,40.0,Similitud Nombre (100%)
"HERNANDEZ ROJO,MARCO ANTONIO","HERNANDEZ ROJO,MARCO ANTONIO",100.0,"HERNANDEZ ROJO,MARCO ANTONIO","HERNANDEZ ROJO,MARCO ANTONIO",False,60.0,Institución
"HERNANDEZ ROMERO,YANET MICAHELA","HERNANDEZ ROMERO,YANET MICAHELA",100.0,"HERNANDEZ ROMERO,YANET MICAHELA","HERNANDEZ ROMERO,YANET MICAHELA",False,60.0,Institución
"HERNANDEZ SUAREZ,ROGELIO","HERNANDEZ SUAREZ,ROGELIO",100.0,"HERNANDEZ SUAREZ,ROGELIO","HERNANDEZ SUAREZ,ROGELIO",False,60.0,Institución
"HERNANDEZ CID,AARON","HERNANDEZ,AARON",9.0,"HERNANDEZ CID,AARON","HERNANDEZ,AARON",False,60.0,Institución
"HERNANDEZ GARAY,ALFONSO","HERNANDEZ,ALFONSO",87.5,"HERNANDEZ GARAY,ALFONSO","HERNANDEZ,ALFONSO",False,40.0,Sin coincidencias
"HERNANDEZ PEREZ,ALFREDO","HERNANDEZ,ALFREDO",87.5,"HERNANDEZ PEREZ,ALFREDO","HERNANDEZ,ALFREDO",False,60.0,Institución
"HERNANDEZ MARQUEZ,BENJAMIN","HERNANDEZ,BENJAMIN",8.4,"HERNANDEZ MARQUEZ,BENJAMIN","HERNANDEZ,BENJAMIN",False,40.0,Sin coincidencias
"HERNANDEZ SANTOS,CARLOS","HERNANDEZ,CARLOS",86.0,"HERNANDEZ SANTOS,CARLOS","HERNANDEZ,CARLOS",False,60.0,Fecha
"HERNANDEZ CRUZ,CESAR","HERNANDEZ,CESAR",8.9,"HERNANDEZ CRUZ,CESAR","HERNANDEZ,CESAR",False,60.0,Institución
"HERNANDEZ,DANIEL","HERNANDEZ,DANIEL",100.0,"HERNANDEZ,DANIEL","HERNANDEZ,DANIEL",False,60.0,Institución
"HERNANDEZ NAVA,EVERTH","HERNANDEZ,EVER",7.9,"HERNANDEZ NAVA,EVERTH","HERNANDEZ,EVER",False,60.0,Fecha
"HERNANDEZ VIDAL,GUSTAVO","HERNANDEZ,GUSTAVO",87.5,"HERNANDEZ VIDAL,GUSTAVO","HERNANDEZ,GUSTAVO",False,60.0,Institución
"HERNANDEZ LOPEZ,HECTOR","HERNANDEZ,HECTOR",87.5,"HERNANDEZ LOPEZ,HECTOR","HERNANDEZ,HECTOR",True,80.0,"Institución, Fecha"
"HERNANDEZ COCOLETZI,HERIBERTO","HERNANDEZ,HERIBERTO",8.2,"HERNANDEZ COCOLETZI,HERIBERTO","HERNANDEZ,HERIBERTO",False,60.0,Institución
"HERNANDEZ LOPEZ,JUAN MANUEL","HERNANDEZ,JOAN MANUEL",8.2,"HERNANDEZ LOPEZ,JUAN MANUEL","HERNANDEZ,JOAN MANUEL",False,60.0,Institución
"HERNANDEZ CRUZ,JOSE LUIS","HERNANDEZ,JOSE LUIS",8.9,"HERNANDEZ CRUZ,JOSE LUIS","HERNANDEZ,JOSE LUIS",False,60.0,Institución
"HERNANDEZ VALENCIA,MARCELINO","HERNANDEZ,MARCELINO",8.3,"HERNANDEZ VALENCIA,MARCELINO","HERNANDEZ,MARCELINO",False,60.0,Institución
"HERNANDEZ ONATE,MIGUEL ANGEL","HERNANDEZ,MIGUEL ANGEL",87.5,"HERNANDEZ ONATE,MIGUEL ANGEL","HERNANDEZ,MIGUEL ANGEL",False,60.0,Institución
"HERNANDEZ GREEN,NESTOR","HERNANDEZ,NESTOR",87.5,"HERNANDEZ GREEN,NESTOR","HERNANDEZ,NESTOR",False,40.0,Sin coincidencias
"HERNANDEZ MAR,RAUL","HERNANDEZ,RAUL A",8.0,"HERNANDEZ MAR,RAUL","HERNANDEZ,RAUL A",False,37.6,Similitud Nombre (94%)
"HERNANDEZ AVILA,RICARDO","HERNANDEZ,RICARDO",87.5,"HERNANDEZ AVILA,RICARDO","HERNANDEZ,RICARDO",False,60.0,Institución
"HERNANDEZ RAYGOZA,ROBERTO","HERNANDEZ,ROBERTO",8.4,"HERNANDEZ RAYGOZA,ROBERTO","HERNANDEZ,ROBERTO",False,60.0,Institución
"VEGA ALVARADO,EDUARDO","HERREJON ALVARADO,EDUARDO",8.3,"VEGA ALVARADO,EDUARDO","HERREJON ALVARADO,EDUARDO",False,60.0,Institución
"HERRERA ESTRELLA,ALFREDO HERIBERTO","HERRERA ESTRELLA,ALFREDO HERIBERTO",100.0,"HERRERA ESTRELLA,ALFREDO HERIBERTO","HERRERA ESTRELLA,ALFREDO HERIBERTO",False,40.0,Similitud Nombre (100%)
"HERRERA ESTRELLA,LUIS RAFAEL","HERRERA ESTRELLA,LUIS RAFAEL",100.0,"HERRERA ESTRELLA,LUIS RAFAEL","HERRERA ESTRELLA,LUIS RAFAEL",False,40.0,Similitud Nombre (100%)
"HERRERA GOMEZ,ALBERTO","HERRERA GOMEZ,ALBERTO",100.0,"HERRERA GOMEZ,ALBERTO","HERRERA GOMEZ,ALBERTO",False,60.0,Institución
"HERRERA RUIZ,DEA","HERRERA RUIZ,DEA",100.0,"HERRERA RUIZ,DEA","HERRERA RUIZ,DEA",False,60.0,Institución
