NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY,NOMBRE_INVESTIGADOR_NORM,NOMBRE_PATENTE_NORM,ES_MISMA_PERSONA,SCORE,DETALLES
"STEPHENS STEVENS,CHRISTOPHER RHODES","STEPHENS,CHRISTOPER R",7.3,"STEPHENS STEVENS,CHRISTOPHER RHODES","STEPHENS,CHRISTOPER R",False,0.0,Sin coincidencias
"STEPHENS STEVENS,CHRISTOPHER RHODES","STEPHENS,CHRISTOPHER",7.1,"STEPHENS STEVENS,CHRISTOPHER RHODES","STEPHENS,CHRISTOPHER",False,60.0,Institución
"SUAREZ DOMINGUEZ,EDGARDO JONATHAN","SUAREZ DOMINGUEZ,EDGARDO JONATHAN",100.0,"SUAREZ DOMINGUEZ,EDGARDO JONATHAN","SUAREZ DOMINGUEZ,EDGARDO JONATHAN",False,60.0,Institución
"SUAREZ FRANCO,JOSE LUIS","SUAREZ,JOSE LUIS",8.1,"SUAREZ FRANCO,JOSE LUIS","SUAREZ,JOSE LUIS",False,60.0,Institución
"TALAMANTES SILVA,JOSE","TALAMANTES SILVA,JOSE",100.0,"TALAMANTES SILVA,JOSE","TALAMANTES SILVA,JOSE",False,40.0,Similitud Nombre (100%)
"TALAVERA ROJAS,MARTIN","TALAVERA,MARINA",7.8,"TALAVERA ROJAS,MARTIN","TALAVERA,MARINA",False,60.0,Institución
"TERRES ROJAS,EDUARDO","TERRES ROJAS,EDUARDO",100.0,"TERRES ROJAS,EDUARDO","TERRES ROJAS,EDUARDO",False,60.0,Institución
"TERRONES MALDONADO,HUMBERTO","TERRONES MALDONADO,HUMBERTO",100.0,"TERRONES MALDONADO,HUMBERTO","TERRONES MALDONADO,HUMBERTO",False,60.0,Institución
"TERRONES MALDONADO,MAURICIO","TERRONES MALDONADO,MAURICIO",100.0,"TERRONES MALDONADO,MAURICIO","TERRONES MALDONADO,MAURICIO",False,60.0,Institución
"TERVEN SALINAS,JUAN RAMON","TERVEN SALINAS,JUAN RAMON",100.0,"TERVEN SALINAS,JUAN RAMON","TERVEN SALINAS,JUAN RAMON",False,40.0,Similitud Nombre (100%)
"TOLEDO ANTONIO,JOSE ANTONIO","TOLEDO ANTONIO,JOSE ANTONIO",100.0,"TOLEDO ANTONIO,JOSE ANTONIO","TOLEDO ANTONIO,JOSE ANTONIO",False,60.0,Institución
"TORRES CISNEROS,MIGUEL","TORRES CISNEROS,MIGUEL",100.0,"TORRES CISNEROS,MIGUEL","TORRES CISNEROS,MIGUEL",False,60.0,Institución
"TORRES GARCIA,ENELIO","TORRES GARCIA,ENELIO",100.0,"TORRES GARCIA,ENELIO","TORRES GARCIA,ENELIO",False,60.0,Institución
"TORRES MANCERA,LEON PABLO","TORRES MANCERA,LEON PABLO",100.0,"TORRES MANCERA,LEON PABLO","TORRES MANCERA,LEON PABLO",False,60.0,Institución
"TORRES MARAVILLA,EDGAR","TORRES MARAVILLA,EDGAR",100.0,"TORRES MARAVILLA,EDGAR","TORRES MARAVILLA,EDGAR",False,40.0,Sin coincidencias
"TORRES OLGUIN,RAYMUNDO ENRIQUE","TORRES OLGUIN,RAYMUNDO ENRIQUE",100.0,"TORRES OLGUIN,RAYMUNDO ENRIQUE","TORRES OLGUIN,RAYMUNDO ENRIQUE",False,40.0,Sin coincidencias
"TOVAR LOPEZ,FRANCISCO JAVIER","TOVAR LOPEZ,FRANCISCO JAVIER",100.0,"TOVAR LOPEZ,FRANCISCO JAVIER","TOVAR LOPEZ,FRANCISCO JAVIER",False,40.0,Sin coincidencias
"TREJO CORDOVA,GABRIEL","TREJO CORDOVA,GABRIEL",100.0,"TREJO CORDOVA,GABRIEL","TREJO CORDOVA,GABRIEL",False,40.0,Sin coincidencias
"TREJO RODRIGUEZ,ARTURO","TREJO RODRIGUEZ,ARTURO",100.0,"TREJO RODRIGUEZ,ARTURO","TREJO RODRIGUEZ,ARTURO",False,60.0,Institución
"URIBE SALAS,ALEJANDRO","URIBE SALAS,ALEJANDRO",100.0,"URIBE SALAS,ALEJANDRO","URIBE SALAS,ALEJANDRO",False,40.0,Similitud Nombre (100%)
"UTRILLA CARRERI,JOSE","UTRILLA CARRERI,JOSE",100.0,"UTRILLA CARRERI,JOSE","UTRILLA CARRERI,JOSE",True,80.0,"Institución, Fecha"
"VACAS JACQUES,PAULINO","VACAS JACQUES,PAULINO",100.0,"VACAS JACQUES,PAULINO","VACAS JACQUES,PAULINO",False,40.0,Sin coincidencias
"VALDEZ CRUZ,NORMA ADRIANA","VALDEZ CRUZ,NORMA ADRIANA",100.0,"VALDEZ CRUZ,NORMA ADRIANA","VALDEZ CRUZ,NORMA ADRIANA",True,80.0,"Institución, Fecha"
"VALDEZ FERNANDEZ,ANDRES ALEJANDRO","VALDEZ FERNANDEZ,ANDRES ALEJANDRO",100.0,"VALDEZ FERNANDEZ,ANDRES ALEJANDRO","VALDEZ FERNANDEZ,ANDRES ALEJANDRO",False,60.0,Fecha
"VALDEZ FLORES,MARCO ANTONIO","VALDEZ,MARCO ANTONIO FLORES",7.0,"VALDEZ FLORES,MARCO ANTONIO","VALDEZ,MARCO ANTONIO FLORES",False,60.0,Institución
"VALDIVIA BARRIENTOS,RICARDO","VALDIVIA BARRIENTOS,RICARDO",100.0,"VALDIVIA BARRIENTOS,RICARDO","VALDIVIA BARRIENTOS,RICARDO",False,60.0,Institución
"VALDIVIEZO MIJANGOS,OSCAR CERAPIO","VALDIVIEZO MIJANGOS,OSCAR CERAPIO",100.0,"VALDIVIEZO MIJANGOS,OSCAR CERAPIO","VALDIVIEZO MIJANGOS,OSCAR CERAPIO",False,40.0,Sin coincidencias
"VALENCIA GALLEGOS,JESUS ANGEL","VALENCIA GALLEGOS,JESUS ANGEL",100.0,"VALENCIA GALLEGOS,JESUS ANGEL","VALENCIA GALLEGOS,JESUS ANGEL",False,60.0,Institución
"VALENCIA ISLAS,ARTURO","VALENCIA,ARTURO",8.6,"VALENCIA ISLAS,ARTURO","VALENCIA,ARTURO",False,60.0,Institución
"VALENZUELA GARZA,RICARDO","VALENZUELA,RICARDO",8.8,"VALENZUELA GARZA,RICARDO","VALENZUELA,RICARDO",True,80.0,"Institución, Fecha"
"VALDEZ DELGADO,ROGELIO","VALENZUELA,ROGELIO",8.3,"VALDEZ DELGADO,ROGELIO","VALENZUELA,ROGELIO",False,60.0,Institución
"VALLEJO CARDONA,ALBA ADRIANA","VALLEJO CARDONA,ALBA ADRIANA",100.0,"VALLEJO CARDONA,ALBA ADRIANA","VALLEJO CARDONA,ALBA ADRIANA",False,60.0,Institución
"VALLEJO GALLAND,BELINDA","VALLEJO GALLAND,BELINDA",100.0,"VALLEJO GALLAND,BELINDA","VALLEJO GALLAND,BELINDA",False,40.0,Sin coincidencias
"VALTIERRA GALLARDO,SALVADOR","VALTIERRA GALLARDO,SALVADOR",100.0,"VALTIERRA GALLARDO,SALVADOR","VALTIERRA GALLARDO,SALVADOR",False,40.0,Similitud Nombre (100%)
"VARGAS ARISPURO,IRASEMA DEL CARMEN","VARGAS ARISPURO,IRASEMA DEL CARMEN",100.0,"VARGAS ARISPURO,IRASEMA DEL CARMEN","VARGAS ARISPURO,IRASEMA DEL CARMEN",False,40.0,Sin coincidencias
"VARGAS ESCUDERO,ALFREDO","VARGAS ESCUDERO,ALFREDO",100.0,"VARGAS ESCUDERO,ALFREDO","VARGAS ESCUDERO,ALFREDO",False,60.0,Institución
"VARGAS GUTIERREZ,GREGORIO","VARGAS GUTIERREZ,GREGORIO",100.0,"VARGAS GUTIERREZ,GREGORIO","VARGAS GUTIERREZ,GREGORIO",False,60.0,Institución
"VARGAS LUNA,FRANCISCO MIGUEL","VARGAS LUNA,FRANCISCO M",9.0,"VARGAS LUNA,FRANCISCO MIGUEL","VARGAS LUNA,FRANCISCO M",False,38.0,Similitud Nombre (95%)
"VARGAS MAGANA,MARCOS CESAR","VARGAS MAGANA,MARCOS CESAR",100.0,"VARGAS MAGANA,MARCOS CESAR","VARGAS MAGANA,MARCOS CESAR",False,40.0,Similitud Nombre (100%)
"VARGAS OBIETA,CARLOS","VARGAS,CARLOS",8.1,"VARGAS OBIETA,CARLOS","VARGAS,CARLOS",False,40.0,Sin coincidencias
"VARGAS BERNAL,RAFAEL","VARGAS,RAFAEL",8.1,"VARGAS BERNAL,RAFAEL","VARGAS,RAFAEL",False,40.0,Sin coincidencias
"VARGAS RAMOS,RODRIGO","VARGAS,RODRIGO",8.3,"VARGAS RAMOS,RODRIGO","VARGAS,RODRIGO",False,40.0,Sin coincidencias
"VASILIEVNA KHARISSOVA,OXANA","VASILIEVNA KHARISSOVA,OXANA",100.0,"VASILIEVNA KHARISSOVA,OXANA","VASILIEVNA KHARISSOVA,OXANA",False,40.0,Similitud Nombre (100%)
"VAZQUEZ CASTILLO,JAVIER","VAZQUEZ CASTILLO,JAVIER",100.0,"VAZQUEZ CASTILLO,JAVIER","VAZQUEZ CASTILLO,JAVIER",False,60.0,Institución
"VAZQUEZ DUHALT,RAFAEL","VAZQUEZ DUHALT,RAFAEL",100.0,"VAZQUEZ DUHALT,RAFAEL","VAZQUEZ DUHALT,RAFAEL",False,60.0,Institución
"VAZQUEZ DURAN,ALMA GUADALUPE","VAZQUEZ DURAN,ALMA GUADALUPE",100.0,"VAZQUEZ DURAN,ALMA GUADALUPE","VAZQUEZ DURAN,ALMA GUADALUPE",False,40.0,Sin coincidencias
"VAZQUEZ GUEVARA,MIGUEL ANGEL","VAZQUEZ GUEVARA,MIGUEL ANGEL",100.0,"VAZQUEZ GUEVARA,MIGUEL ANGEL","VAZQUEZ GUEVARA,MIGUEL ANGEL",False,60.0,Institución
"VAZQUEZ MORENO,FLAVIO SALVADOR","VAZQUEZ MORENO,FLAVIO SALVADOR",100.0,"VAZQUEZ MORENO,FLAVIO SALVADOR","VAZQUEZ MORENO,FLAVIO SALVADOR",False,60.0,Institución
"VAZQUEZ NAVA,NIMROD","VAZQUEZ NAVA,NIMROD",100.0,"VAZQUEZ NAVA,NIMROD","VAZQUEZ NAVA,NIMROD",False,40.0,Sin coincidencias
"VAZQUEZ OVIEDO,ERICK ISRAEL","VAZQUEZ OVIEDO,ERICK ISRAEL",100.0,"VAZQUEZ OVIEDO,ERICK ISRAEL","VAZQUEZ OVIEDO,ERICK ISRAEL",False,60.0,Institución
"VAZQUEZ VILLEGAS,OLGA PATRICIA","VAZQUEZ VILLEGAS,OLGA PATRICIA",100.0,"VAZQUEZ VILLEGAS,OLGA PATRICIA","VAZQUEZ VILLEGAS,OLGA PATRICIA",False,60.0,Institución
"VAZQUEZ DIMAS,ALEJANDRO","VAZQUEZ,ALEJANDRO",85.0,"VAZQUEZ DIMAS,ALEJANDRO","VAZQUEZ,ALEJANDRO",True,80.0,"Institución, Fecha"
"ROSAS VAZQUEZ,CARLOS","VAZQUEZ,CARLOS",85.0,"ROSAS VAZQUEZ,CARLOS","VAZQUEZ,CARLOS",False,60.0,Institución
"WARIO VAZQUEZ,FERNANDO","VAZQUEZ,FERNANDO",85.0,"WARIO VAZQUEZ,FERNANDO","VAZQUEZ,FERNANDO",False,60.0,Institución
"VAZQUEZ PRADO,JOSE","VAZQUEZ,JOSE",85.0,"VAZQUEZ PRADO,JOSE","VAZQUEZ,JOSE",False,60.0,Institución
"VAZQUEZ LEON,LUIS","VAZQUEZ,LUIS",8.6,"VAZQUEZ LEON,LUIS","VAZQUEZ,LUIS",False,40.0,Sin coincidencias
"VAZQUEZ LIRA,MARIA ELENA","VAZQUEZ,MARIA ELENA",8.6,"VAZQUEZ LIRA,MARIA ELENA","VAZQUEZ,MARIA ELENA",False,60.0,Institución
"VAZQUEZ VERA,OSCAR","VAZQUEZ,OSCAR",8.6,"VAZQUEZ VERA,OSCAR","VAZQUEZ,OSCAR",False,60.0,Institución
"VEGA MERINO,PEDRO MARTIN","VEGA MERINO,PEDRO MARTIN",100.0,"VEGA MERINO,PEDRO MARTIN","VEGA MERINO,PEDRO MARTIN",False,60.0,Institución
"VEGA PAZ,ARACELI","VEGA PAZ,ARACELI",100.0,"VEGA PAZ,ARACELI","VEGA PAZ,ARACELI",False,60.0,Institución
"VEGA Y SAENZ DE MIERA,MARIA DEL ROSARIO GUADALUPE","VEGA Y SAENZ DE MIERA,MARIA DEL ROSARIO GUADALUPE",100.0,"VEGA Y SAENZ DE MIERA,MARIA DEL ROSARIO GUADALUPE","VEGA Y SAENZ DE MIERA,MARIA DEL ROSARIO GUADALUPE",False,40.0,Similitud Nombre (100%)
"VEGA BAEZ,JOSE LUIS","VEGA,JOSE L",7.0,"VEGA BAEZ,JOSE LUIS","VEGA,JOSE L",False,36.0,Similitud Nombre (90%)
"VELA GARCIA,LUIS RENE","VELA GARCIA,LUIS RENE",100.0,"VELA GARCIA,LUIS RENE","VELA GARCIA,LUIS RENE",False,60.0,Institución
"VELASCO TELLEZ,ABRAHAM","VELASCO TELLEZ,ABRAHAM",100.0,"VELASCO TELLEZ,ABRAHAM","VELASCO TELLEZ,ABRAHAM",False,40.0,Similitud Nombre (100%)
"VELASCO CAMPOS,MARCOS","VELASCO,MARCOS",8.3,"VELASCO CAMPOS,MARCOS","VELASCO,MARCOS",True,80.0,"Institución, Fecha"
"VELAZQUEZ SALAZAR,J. JESUS","VELAZQUEZ SALAZAR,J JESUS",9.6,"VELAZQUEZ SALAZAR,J. JESUS","VELAZQUEZ SALAZAR,J JESUS",False,40.0,Similitud Nombre (100%)
"VELAZQUEZ VARELA,JOSE","VELAZQUEZ,JOSE",86.0,"VELAZQUEZ VARELA,JOSE","VELAZQUEZ,JOSE",False,40.0,Sin coincidencias
"VELEZ ARGUMEDO,CATALINA MARIA","VELEZ ARGUMEDO,CATALINA MARIA",100.0,"VELEZ ARGUMEDO,CATALINA MARIA","VELEZ ARGUMEDO,CATALINA MARIA",False,60.0,Institución
"VERA MONTENEGRO,REMEDIOS YOLANDA","VERA MONTENEGRO,REMEDIOS YOLANDA",100.0,"VERA MONTENEGRO,REMEDIOS YOLANDA","VERA MONTENEGRO,REMEDIOS YOLANDA",False,60.0,Institución
"VILCHIS GONZALEZ,ADRIANA HERLINDA","VILCHIS GONZALEZ,ADRIANA HERLINDA",100.0,"VILCHIS GONZALEZ,ADRIANA HERLINDA","VILCHIS GONZALEZ,ADRIANA HERLINDA",False,60.0,Institución
"VILLA Y TREVINO,SAUL","VILLA TREVINO,SAUL",9.6,"VILLA Y TREVINO,SAUL","VILLA TREVINO,SAUL",False,40.0,Similitud Nombre (100%)
"VILLAGOMEZ IBARRA,JOSE ROBERTO","VILLAGOMEZ IBARRA,JOSE ROBERTO",100.0,"VILLAGOMEZ IBARRA,JOSE ROBERTO","VILLAGOMEZ IBARRA,JOSE ROBERTO",False,60.0,Institución
"VILLANUEVA PONCE,RODRIGO","VILLANUEVA PONCE,RODRIGO",100.0,"VILLANUEVA PONCE,RODRIGO","VILLANUEVA PONCE,RODRIGO",False,60.0,Fecha
"VILLANUEVA VALADEZ,CARLOS","VILLANUEVA,CARLOS",8.5,"VILLANUEVA VALADEZ,CARLOS","VILLANUEVA,CARLOS",False,60.0,Institución
"VILLANUEVA OLEA,RAFAEL","VILLANUEVA,RAFAEL",90.0,"VILLANUEVA OLEA,RAFAEL","VILLANUEVA,RAFAEL",True,80.0,"Institución, Fecha"
"VILLANUEVA PONCE,RODRIGO","VILLANUEVA,RODRIGO",8.8,"VILLANUEVA PONCE,RODRIGO","VILLANUEVA,RODRIGO",False,60.0,Fecha
"VILLARREAL GUERRA,BLANCA LORENA","VILLARREAL GUERRA,BLANCA LORENA",100.0,"VILLARREAL GUERRA,BLANCA LORENA","VILLARREAL GUERRA,BLANCA LORENA",True,80.0,"Institución, Fecha"
"VILLARREAL REYES,SALVADOR","VILLARREAL,SALVADOR",8.8,"VILLARREAL REYES,SALVADOR","VILLARREAL,SALVADOR",False,40.0,Sin coincidencias
"VILLASENOR PINEDA,LUIS","VILLASENOR,LUIS",8.7,"VILLASENOR PINEDA,LUIS","VILLASENOR,LUIS",False,60.0,Institución
"VIRAMONTES BROWN,RICARDO","VIRAMONTES BROWN,RICARDO",100.0,"VIRAMONTES BROWN,RICARDO","VIRAMONTES BROWN,RICARDO",False,40.0,Similitud Nombre (100%)
"VITE VALLEJO,ODON","VITE VALLEJO,ODON",100.0,"VITE VALLEJO,ODON","VITE VALLEJO,ODON",False,60.0,Institución
"WAELBROECK GOGNEAUX,HENRI","WAELBROECK,HENRI",8.4,"WAELBROECK GOGNEAUX,HENRI","WAELBROECK,HENRI",False,40.0,Similitud Nombre (100%)
"WILLIAMS ,TREVOR","WILLIAMS,TREVOR",100.0,"WILLIAMS ,TREVOR","WILLIAMS,TREVOR",False,40.0,Similitud Nombre (100%)
"WINKLER,ROBERT","WINKLER,ROBERT",100.0,"WINKLER,ROBERT","WINKLER,ROBERT",False,60.0,Institución
"WONG RAMIREZ,CARLOS","WONG RAMIREZ,CARLOS",100.0,"WONG RAMIREZ,CARLOS","WONG RAMIREZ,CARLOS",False,40.0,Similitud Nombre (100%)
"XICOHTENCATL CORTES,JUAN","XICOHTENCATL CORTES,JUAN",100.0,"XICOHTENCATL CORTES,JUAN","XICOHTENCATL CORTES,JUAN",False,40.0,Sin coincidencias
"YU LIU,WEN","XU LI,OWEN",7.9,"YU LIU,WEN","XU LI,OWEN",False,60.0,Institución
"YANEZ LIMON,JOSE MARTIN","YANEZ LIMON,JOSE MARTIN",100.0,"YANEZ LIMON,JOSE MARTIN","YANEZ LIMON,JOSE MARTIN",False,40.0,Similitud Nombre (100%)
"YANEZ SOTO,BERNARDO","YANEZ SOTO,BERNARDO",100.0,"YANEZ SOTO,BERNARDO","YANEZ SOTO,BERNARDO",False,40.0,Similitud Nombre (100%)
"ZAMUDIO RIVERA,LUIS SILVESTRE","ZAMUDIO RIVERA,LUIS SILVESTRE",100.0,"ZAMUDIO RIVERA,LUIS SILVESTRE","ZAMUDIO RIVERA,LUIS SILVESTRE",False,60.0,Institución
"ZAMUDIO ZUNIGA,FERNANDO","ZAMUDIO ZUNIGA,FERNANDO",100.0,"ZAMUDIO ZUNIGA,FERNANDO","ZAMUDIO ZUNIGA,FERNANDO",False,40.0,Similitud Nombre (100%)
"ZAPATA PENASCO,NORMA ICOQUIH","ZAPATA PENASCO,NORMA ICOQUIH",100.0,"ZAPATA PENASCO,NORMA ICOQUIH","ZAPATA PENASCO,NORMA ICOQUIH",False,40.0,Similitud Nombre (100%)
"ZAPATA RENDON,BEATRIZ","ZAPATA RENDON,BEATRIZ",100.0,"ZAPATA RENDON,BEATRIZ","ZAPATA RENDON,BEATRIZ",False,60.0,Institución
"ZARAGOZA CONTRERAS,ERASTO ARMANDO","ZARAGOZA CONTRERAS,ERASTO ARMANDO",100.0,"ZARAGOZA CONTRERAS,ERASTO ARMANDO","ZARAGOZA CONTRERAS,ERASTO ARMANDO",False,40.0,Sin coincidencias
"ZAVALA OLIVARES,GERARDO","ZAVALA OLIVARES,GERARDO",100.0,"ZAVALA OLIVARES,GERARDO","ZAVALA OLIVARES,GERARDO",False,60.0,Institución
"ZAVALA YOE,RICARDO","ZAVALA,RICARDO",87.5,"ZAVALA YOE,RICARDO","ZAVALA,RICARDO",True,80.0,"Institución, Fecha"
"ZENTENO RAMIREZ,ANTONIO","ZENTENO RAMIREZ,ANTONIO",100.0,"ZENTENO RAMIREZ,ANTONIO","ZENTENO RAMIREZ,ANTONIO",False,40.0,Sin coincidencias
"ZEPEDA PARTIDA,TRINO ARMANDO","ZEPEDA PARTIDA,TRINO ARMANDO",100.0,"ZEPEDA PARTIDA,TRINO ARMANDO","ZEPEDA PARTIDA,TRINO ARMANDO",False,60.0,Institución
"ZOLOTUKHIN,MIKHAIL","ZOLOTUKHIN,MIKHAIL",100.0,"ZOLOTUKHIN,MIKHAIL","ZOLOTUKHIN,MIKHAIL",False,60.0,Institución
