Nombre Buscado,Mejor Coincidencia,Similitud
"LLAMAS HUITRON,IGNACIO","LLAMAS HUITRON,IGNACIO",100.0
"SANCHEZ SILVA,FLORENCIO","SANCHEZ SILVA,FLORENCIO",100.0
"YUSTE LOPEZ,FRANCISCO","YUSTE LOPEZ,FRANCISCO",100.0
"RODRIGUEZ DAGNINO,RAMON MARTIN","RODRIGUEZ DAGNINO, RAMON MARTIN",98.36065573770492
"GONZALEZ LEON,CARLOS MANUEL","GONZALEZ LEON,CARLOS MANUEL",100.0
"ROLDAN QUINTANA,JAIME SERGIO FELIPE","ROLDAN QUINTANA,JAIME SERGIO FELIPE",100.0
"CETINA ALCALA,VICTOR MANUEL","CETINA ALCALA,VICTOR MANUEL",100.0
"JIMENEZ ESTRADA,MANUEL","JIMENEZ ESTRADA,MANUEL",100.0
"CALVA Y MERCADO,EDMUNDO","CALVA Y MERCADO,EDMUNDO",100.0
"ESTRADA MEDINA,JESUS ALEJANDRO","ESTRADA MEDINA,JESUS ALEJANDRO",100.0
"MOCHAN BACKAL,WOLF LUIS","MOCHAN BACKAL,WOLF LUIS",100.0
"FLORES VALDES,ALFREDO","FLORES VALDES,ALFREDO",100.0
"TORRENS MIQUEL,HUGO","TORRENS MIQUEL,HUGO",100.0
"PIMENTEL RICO,LUIS OCTAVIO","PIMENTEL RICO,LUIS OCTAVIO",100.0
"PORTER KAMLIN,ROBERT MICHAEL","PORTER KAMLIN,ROBERT MICHAEL",100.0
"VARGAS MENDOZA,JOSE ANTONIO","VARGAS MENDOZA,JOSE ANTONIO",100.0
"VERJOVSKY SOLA,SANTIAGO ALBERTO","VERJOVSKY SOLA,SANTIAGO ALBERTO",100.0
"WEISS STEIDER,BENNY","WEISS STEIDER,BENNY",100.0
"HENDRICKX RENERS,MICHEL EDMOND","HENDRICKX RENERS,MICHEL EDMOND",100.0
"PEREZ ZAMORA,OCTAVIO","PEREZ ZAMORA,OCTAVIO",100.0
"GUZMAN ORTIZ,DORA LINDA ASUNCION","GUZMAN ORTIZ,DORA LINDA ASUNCION",100.0
"PEÑA CABRIALES,JUAN JOSE","PEÑA CABRIALES, JUAN JOSE",97.95918367346938
"AGUAYO QUEZADA,SERGIO","AGUAYO QUEZADA,SERGIO",100.0
"HANSEN HANSEN,ANNE MARGRETHE","HANSEN HANSEN,ANNE MARGRETHE",100.0
"PEREDA FAILACHE,JUAN CARLOS","PEREDA FAILACHE,JUAN CARLOS",100.0
"ALDUNCIN GONZALEZ,GONZALO","ALDUNCIN GONZALEZ,GONZALO",100.0
"HERRERA REVILLA,ISMAEL","HERRERA REVILLA,ISMAEL",100.0
"GONZALEZ PARTIDA,EDUARDO","GONZALEZ PARTIDA,EDUARDO",100.0
"ESCOBAR PEREZ,LEONILA IRMA LAURA","ESCOBAR PEREZ,LEONILA IRMA LAURA",100.0
"RUIZ DE LA HERRAN Y VILLAGOMEZ,JOSE ANTONIO","RUIZ DE LA HERRAN Y VILLAGOMEZ,JOSE ANTONIO",100.0
"TORO VAZQUEZ,JORGE FERNANDO","TORO VAZQUEZ,JORGE FERNANDO",100.0
"LEYVA RAMOS,ROBERTO","LEYVA RAMOS,ROBERTO",100.0
"CORNEJO RODRIGUEZ,ANSELMO ALEJANDRO","CORNEJO RODRIGUEZ,ANSELMO ALEJANDRO",100.0
"AGUILAR LAURENTS,MARIA ISABEL","AGUILAR LAURENTS,MARIA ISABEL",100.0
"VILLAFUERTE ROBLES,LEOPOLDO","VILLAFUERTE ROBLES,LEOPOLDO",100.0
"VICENTE HINESTROZA,LUIS ALBERTO","VICENTE HINESTROZA,LUIS ALBERTO",100.0
"RACOTTA POULIEFF,RADU GHEORGHE","RACOTTA POULIEFF,RADU GHEORGHE",100.0
"LOPEZ CAJUN,CARLOS SANTIAGO","LOPEZ CAJUN,CARLOS SANTIAGO",100.0
"RODRIGUEZ SALA Y MURO,MARIA LUISA","RODRIGUEZ SALA Y MURO,MARIA LUISA",100.0
"CARTON DE GRAMMONT BARBET,HUBERT FRANCIS MARIE","CARTON DE GRAMMONT BARBET,HUBERT FRANCIS MARIE",100.0
"ESCALANTE ESTRADA,JOSE ALBERTO SALVADOR","ESCALANTE ESTRADA,JOSE ALBERTO SALVADOR",100.0
"BOTTON Y BEJA,FLORA","BOTTON Y BEJA,FLORA",100.0
"CHAVEZ VILLASANA,ADOLFO","CHAVEZ VILLASANA,ADOLFO",100.0
"RUIZ Y ARGUELLES,GUILLERMO JOSE","RUIZ Y ARGUELLES,GUILLERMO JOSE",100.0
"GENESCA LLONGUERAS,JUAN","GENESCA LLONGUERAS,JUAN",100.0
"ASOMOZA PALACIOS,MAXIMILIANO JOEL","ASOMOZA PALACIOS,MAXIMILIANO JOEL",100.0
"LOPEZ MUNGUIA CANALES,AGUSTIN","LOPEZ MUNGUIA CANALES,AGUSTIN",100.0
"RAMOS NIEMBRO,GAUDENCIO FRANCISCO GABRIEL","RAMOS NIEMBRO,GAUDENCIO FRANCISCO GABRIEL",100.0
"LOZANO GUZMAN,ALEJANDRO ALFREDO","LOZANO GUZMAN,ALEJANDRO ALFREDO",100.0
"PEREZ CORTES,SERGIO","PEREZ CORTES,SERGIO",100.0
"ROMERO PAREDES RUBIO,GABRIEL","ROMERO PAREDES RUBIO,GABRIEL",100.0
"CARNEVALE CANTONI,ALESSANDRA","CARNEVALE CANTONI,ALESSANDRA",100.0
"NAVA PICHARDO,FIDENCIO ALEJANDRO","NAVA PICHARDO,FIDENCIO ALEJANDRO",100.0
"VAZQUEZ Y VERA,JOSEFINA ZORAIDA","VAZQUEZ Y VERA,JOSEFINA ZORAIDA",100.0
"HANSBERG Y TORRES,WILHELM LUDWIG","HANSBERG Y TORRES,WILHELM LUDWIG",100.0
"JIMENEZ CARDOSO,ENEDINA","JIMENEZ CARDOSO,ENEDINA",100.0
"ARES DE PARGA ALVAREZ,GONZALO","ARES DE PARGA ALVAREZ,GONZALO",100.0
"ZERMEÑO Y GARCIA GRANADOS,SERGIO","ZERMEÑO Y GARCIA GRANADOS, SERGIO",98.46153846153847
"DE GYVES Y MARCINIAK,JOSEFINA","DE GYVES Y MARCINIAK,JOSEFINA",100.0
"GUTIERREZ ROJAS,MARIANO","GUTIERREZ ROJAS,MARIANO",100.0
"GUERRERO LEGARRETA,MARIA ISABEL DEL CARMEN","GUERRERO LEGARRETA,MARIA ISABEL DEL CARMEN",100.0
"MONROY HERMOSILLO,OSCAR ARMANDO","MONROY HERMOSILLO,OSCAR ARMANDO",100.0
"PEREZ RAMIREZ,J. GUADALUPE","PEREZ RAMIREZ,J. GUADALUPE",100.0
"SANCHEZ RODRIGUEZ,JORGE ALBERTO","SANCHEZ RODRIGUEZ,JORGE ALBERTO",100.0
"GAVILANES RUIZ,MARINA","GAVILANES RUIZ,MARINA",100.0
"TUENA SANGRI,MARIETTA","TUENA SANGRI,MARIETTA",100.0
"SANTOYO GUTIERREZ,EDGAR ROLANDO","SANTOYO GUTIERREZ,EDGAR ROLANDO",100.0
"IZQUIERDO MONTALVO,GEORGINA","IZQUIERDO MONTALVO,GEORGINA",100.0
"MANERO BRITO,OCTAVIO","MANERO BRITO,OCTAVIO",100.0
"DIAZ ARCINIEGA,VICTOR MANUEL","DIAZ ARCINIEGA,VICTOR MANUEL",100.0
"OSWALD SPRING,URSULA","OSWALD SPRING,URSULA",100.0
"D OLIVO SAEZ,JUAN CARLOS","D OLIVO SAEZ,JUAN CARLOS",100.0
"BARRAGAN REYES,ROSA MARIA","BARRAGAN REYES,ROSA MARIA",100.0
"PEREZ SILVA,EVANGELINA","PEREZ SILVA,EVANGELINA",100.0
"DIAZ BARRIGA CASALES,ANGEL ROGELIO","DIAZ BARRIGA CASALES,ANGEL ROGELIO",100.0
"ALVAREZ TORRES,IGNACIO","ALVAREZ TORRES,IGNACIO",100.0
"RIOS JARA,DAVID","RIOS JARA,DAVID",100.0
"TREVIÑO TREVIÑO,CESAR","TREVIÑO TREVIÑO, CESAR",97.67441860465115
"GODOY SALAS,SALVADOR VICTOR","GODOY SALAS,SALVADOR VICTOR",100.0
"DELGADO LAMAS,EDUARDO GUILLERMO","DELGADO LAMAS,EDUARDO GUILLERMO",100.0
"REINA AOYAMA,LETICIA MAYOLA","REINA AOYAMA,LETICIA MAYOLA",100.0
"WAWRZYÑCZYK WILKIEWICZ,ANTONI ADAM","WAWRZYÑCZYK WILKIEWICZ, ANTONI ADAM",98.55072463768117
"AUVINET GUICHARD,GABRIEL YVES ARMAND","AUVINET GUICHARD,GABRIEL YVES ARMAND",100.0
"SANCHEZ SESMA,FRANCISCO JOSE","SANCHEZ SESMA,FRANCISCO JOSE",100.0
"ROMO ORGANISTA,MIGUEL PEDRO","ROMO ORGANISTA,MIGUEL PEDRO",100.0
"CISNEROS GUDIÑO,MARIA DEL CARMEN","CISNEROS GUDIÑO, MARIA DEL CARMEN",98.46153846153847
"LOPEZ DE HARO,MARIANO","LOPEZ DE HARO,MARIANO",100.0
"PEREZ ESTEVA,SALVADOR","PEREZ ESTEVA,SALVADOR",100.0
"COLAS ORTIZ,RAFAEL","COLAS ORTIZ,RAFAEL",100.0
"INOSTROZA FERNANDEZ,LUIS ALBERTO","INOSTROZA FERNANDEZ,LUIS ALBERTO",100.0
FIERRO GOSSMANJULIETA NORMA,FIERRO GOSSMANJULIETA NORMA,100.0
"PEÑA CARDENAS,MIRIAM DEL CARMEN","PEÑA CARDENAS, MIRIAM DEL CARMEN",98.41269841269842
"PACHECO CABRERA,PABLO","PACHECO CABRERA,PABLO",100.0
"GELMAN MURAVCHIK,OVSEI","GELMAN MURAVCHIK,OVSEI",100.0
"DE ITA Y DE LA TORRE,ANTONIO SILVIO","DE ITA Y DE LA TORRE,ANTONIO SILVIO",100.0
"ROBLEDO NIETO,ALBERTO","ROBLEDO NIETO,ALBERTO",100.0
"GRACIA FADRIQUE,JESUS","GRACIA FADRIQUE,JESUS",100.0
"PALACIOS ALQUISIRA,JOAQUIN","PALACIOS ALQUISIRA,JOAQUIN",100.0
"QUINTANA OWEN,PATRICIA","QUINTANA OWEN,PATRICIA",100.0
"DE ANDA SALAZAR,FRANCISCO JAVIER","DE ANDA SALAZAR,FRANCISCO JAVIER",100.0
"CASTANEDO PEREZ,REBECA","CASTANEDO PEREZ,REBECA",100.0
"ARIZMENDI PEIMBERT,HUGO","ARIZMENDI PEIMBERT,HUGO",100.0
"MONTEJANO PEIMBERT,LUIS","MONTEJANO PEIMBERT,LUIS",100.0
"CLAPP JIMENEZ LABORA,MONICA ALICIA","CLAPP JIMENEZ LABORA,MONICA ALICIA",100.0
"SEADE KURI,JOSE ANTONIO","SEADE KURI,JOSE ANTONIO",100.0
"SALMERON CASTRO,LEONARDO","SALMERON CASTRO,LEONARDO",100.0
"CASTAÑOS GARZA,OCTAVIO HECTOR","CASTAÑOS GARZA, OCTAVIO HECTOR",98.30508474576271
"MARTINEZ VILLA,ROBERTO","MARTINEZ VILLA,ROBERTO",100.0
"FERNANDEZ GONZALEZ,JUAN MANUEL","FERNANDEZ GONZALEZ,JUAN MANUEL",100.0
"GARCIA JIMENEZ,FEDERICO ALFREDO","GARCIA JIMENEZ,FEDERICO ALFREDO",100.0
"CEA OLIVARES,RAYMUNDO","CEA OLIVARES,RAYMUNDO",100.0
"MARTINEZ VAZQUEZ,MARIANO","MARTINEZ VAZQUEZ,MARIANO",100.0
"GOMEZ LOJERO,CARLOS","GOMEZ LOJERO,CARLOS",100.0
"MORENO ESPARZA,RAFAEL","MORENO ESPARZA,RAFAEL",100.0
"RUIZ AZUARA,LENA","RUIZ AZUARA,LENA",100.0
"TSUTSUMI FUJIYOSHI,VICTOR KATSUTOSHI","TSUTSUMI FUJIYOSHI,VICTOR KATSUTOSHI",100.0
"GONZALEZ ROBLES,ARTURO","GONZALEZ ROBLES,ARTURO",100.0
"LOZADA Y CASSOU,MARCELO","LOZADA Y CASSOU,MARCELO",100.0
"ALVAREZ CALDERON,JESUS","ALVAREZ CALDERON,JESUS",100.0
"CHARLI CASALONGA,JEAN-LOUIS JOSEPH MARIE","CHARLI CASALONGA,JEAN-LOUIS JOSEPH MARIE",100.0
"JOSEPH BRAVO,PATRICIA ILEANA","JOSEPH BRAVO,PATRICIA ILEANA",100.0
"JIMENEZ REYES,MELANIA","JIMENEZ REYES,MELANIA",100.0
"SEGOVIA AGUILAR,MARIA DE NURIA","SEGOVIA AGUILAR, MARIA DE NURIA",98.36065573770492
"WITKER VELASQUEZ,JORGE ALBERTO","WITKER VELASQUEZ,JORGE ALBERTO",100.0
"MENDEZ NONELL,JUAN","MENDEZ NONELL,JUAN",100.0
"AVILA AGUIRRE,OLGA LETICIA","AVILA AGUIRRE,OLGA LETICIA",100.0
"BELMONT MORENO,ERNESTO JOSE MARIA DE LA SALET","BELMONT MORENO,ERNESTO JOSE MARIA DE LA SALET",100.0
"GOMEZ LARRAÑAGA,JOSE CARLOS","GOMEZ LARRAÑAGA, JOSE CARLOS",98.18181818181819
"UREÑA NUÑEZ,FERNANDO","UREÑA NUÑEZ, FERNANDO",97.5609756097561
"BOLIVAR ZAPATA,FRANCISCO GONZALO","BOLIVAR ZAPATA,FRANCISCO GONZALO",100.0
"ALVAREZ BEJAR,ROMAN","ALVAREZ BEJAR,ROMAN",100.0
"VAREA Y GILABERT,CARMEN JOSEFA LUCIANA","VAREA Y GILABERT,CARMEN JOSEFA LUCIANA",100.0
"LOYOLA VARGAS,VICTOR MANUEL","LOYOLA VARGAS,VICTOR MANUEL",100.0
"GARCIA SAINZ,JESUS ADOLFO","GARCIA SAINZ,JESUS ADOLFO",100.0
"BENAVIDES OBREGON,ANA LAURA","BENAVIDES OBREGON,ANA LAURA",100.0
"GARCIA GARCIA,RAMIRO","GARCIA GARCIA,RAMIRO",100.0
"LASTRAS MARTINEZ,ALFONSO","LASTRAS MARTINEZ,ALFONSO",100.0
"MONTEJANO CARRIZALES,JUAN MARTIN","MONTEJANO CARRIZALES,JUAN MARTIN",100.0
"SOBERON MAINERO,FRANCISCO XAVIER DEL ESPIRITU","SOBERON MAINERO,FRANCISCO XAVIER DEL ESPIRITU",100.0
"SUAREZ DIEZ,MARIA DE LOURDES","SUAREZ DIEZ,MARIA DE LOURDES",100.0
"TAMARIZ MASCARUA,JOAQUIN","TAMARIZ MASCARUA,JOAQUIN",100.0
"LOPEZ ISUNZA,HECTOR FELIPE","LOPEZ ISUNZA,HECTOR FELIPE",100.0
"CORTES REYNA,EMILIO","CORTES REYNA,EMILIO",100.0
"DOMINGUEZ MORA,RAMON","DOMINGUEZ MORA,RAMON",100.0
"SOBERON CHAVEZ,GLORIA","SOBERON CHAVEZ,GLORIA",100.0
"COVARRUBIAS ROBLES,ALEJANDRA ALICIA","COVARRUBIAS ROBLES,ALEJANDRA ALICIA",100.0
"HERNANDEZ DELGADO,GEORGINA","HERNANDEZ DELGADO,GEORGINA",100.0
"PEREZ GARCIA,BLANCA","PEREZ GARCIA,BLANCA",100.0
"LOPEZ WILCHIS,RICARDO","LOPEZ WILCHIS,RICARDO",100.0
"MONTAÑO HIROSE,LUIS","MONTAÑO HIROSE, LUIS",97.43589743589743
"BARBA ALVAREZ,ANTONIO","BARBA ALVAREZ,ANTONIO",100.0
"BAEZA RAMIREZ,MARIA ISABEL","BAEZA RAMIREZ,MARIA ISABEL",100.0
"HORTA RANGEL,JAIME MOISES","HORTA RANGEL,JAIME MOISES",100.0
LOPEZ CASTAÑEDA CANDIDO,LOPEZ CASTAÑEDA CANDIDO,100.0
"GONZALEZ MARTINEZ,IGNACIO","GONZALEZ MARTINEZ,IGNACIO",100.0
"GONZALEZ ESPINOSA,MARIO","GONZALEZ ESPINOSA,MARIO",100.0
"SANDOVAL ROBLES,JOSE GUILLERMO","SANDOVAL ROBLES,JOSE GUILLERMO",100.0
"SEGOVIA DE LOS RIOS,JOSE ARMANDO","SEGOVIA DE LOS RIOS,JOSE ARMANDO",100.0
"PALOMINO Y HASBACH,MARIA GUADALUPE ANTONIA","PALOMINO Y HASBACH,MARIA GUADALUPE ANTONIA",100.0
"KOENIGSBERGER HOROWITZ,GLORIA SUZANNE","KOENIGSBERGER HOROWITZ,GLORIA SUZANNE",100.0
"RODRIGUEZ JORGE,LUIS FELIPE DE JESUS","RODRIGUEZ JORGE,LUIS FELIPE DE JESUS",100.0
"TAPIA IBARGUENGOITIA,MAURICIO MANUEL","TAPIA IBARGUENGOITIA,MAURICIO MANUEL",100.0
"MORENO CORRAL,MARCO ARTURO","MORENO CORRAL,MARCO ARTURO",100.0
"SALAS CASALES,LUIS","SALAS CASALES,LUIS",100.0
"RUIZ SCHNEIDER,ELFEGO GUILLERMO","RUIZ SCHNEIDER,ELFEGO GUILLERMO",100.0
"FRANCO LOPEZ,JOSE DE JESUS","FRANCO LOPEZ,JOSE DE JESUS",100.0
"MIRABAL GARCIA,MANUEL","MIRABAL GARCIA,MANUEL",100.0
"SANCHEZ CHAPULA,JOSE ANTONIO","SANCHEZ CHAPULA,JOSE ANTONIO",100.0
"MONTAÑEZ OJEDA,SILVIA CECILIA IRENE","MONTAÑEZ OJEDA, SILVIA CECILIA IRENE",98.59154929577466
"DE LA VEGA NAVARRO,JOSE ANGEL FELIX","DE LA VEGA NAVARRO,JOSE ANGEL FELIX",100.0
"ECHEVARRIA ROMAN,JUAN MANUEL","ECHEVARRIA ROMAN,JUAN MANUEL",100.0
"HERNANDEZ ALCANTARA,JOSE MANUEL","HERNANDEZ ALCANTARA,JOSE MANUEL",100.0
"CERVANTES JAUREGUI,JORGE ARMANDO","CERVANTES JAUREGUI,JORGE ARMANDO",100.0
"ORTEGA BLAKE,IVAN","ORTEGA BLAKE,IVAN",100.0
"MORENO YNTRIAGO,FERNANDO MATIAS","MORENO YNTRIAGO,FERNANDO MATIAS",100.0
"SANCHEZ MONDRAGON,JOSE JAVIER","SANCHEZ MONDRAGON,JOSE JAVIER",100.0
"OJEDA CASTAÑEDA,JORGE","OJEDA CASTAÑEDA, JORGE",97.67441860465115
"MARTINEZ DE LA ESCALERA LORENZO,GONZALO","MARTINEZ DE LA ESCALERA LORENZO,GONZALO",100.0
"CLAPP JIMENEZ L.,MARIA DEL CARMEN","CLAPP JIMENEZ L.,MARIA DEL CARMEN",100.0
"PILATOWSKY FIGUEROA,ISAAC","PILATOWSKY FIGUEROA,ISAAC",100.0
"OCHOA ALEJO,NEFTALI","OCHOA ALEJO,NEFTALI",100.0
"CARABEZ TREJO,ALFONSO","CARABEZ TREJO,ALFONSO",100.0
"HERNANDEZ CALDERON,ISAAC","HERNANDEZ CALDERON,ISAAC",100.0
"SANTOS DIAZ,MARIA DEL SOCORRO CARMEN","SANTOS DIAZ,MARIA DEL SOCORRO CARMEN",100.0
"VELAZQUEZ MOCTEZUMA,JAVIER","VELAZQUEZ MOCTEZUMA,JAVIER",100.0
"RAMIREZ GARCIA,PEDRO","RAMIREZ GARCIA,PEDRO",100.0
"DRUMMOND DUREY,HUGH MICHAEL","DRUMMOND DUREY,HUGH MICHAEL",100.0
"MOCHON COHEN,SIMON","MOCHON COHEN,SIMON",100.0
"ESTRADA PARRA,SERGIO ANTONIO","ESTRADA PARRA,SERGIO ANTONIO",100.0
"ROJAS ESPINOSA,OSCAR","ROJAS ESPINOSA,OSCAR",100.0
"COLINAS Y LEON,MARIA TERESA BERYL","COLINAS Y LEON,MARIA TERESA BERYL",100.0
"HAMEL WILCKE,RAINER ENRIQUE","HAMEL WILCKE,RAINER ENRIQUE",100.0
"SANJUAN DUEÑAS,RUBEN","SANJUAN DUEÑAS, RUBEN",97.5609756097561
"LLORENTE BOUSQUETS,JORGE ENRIQUE","LLORENTE BOUSQUETS,JORGE ENRIQUE",100.0
"GARCIA UGALDE,FRANCISCO JAVIER","GARCIA UGALDE, FRANCISCO JAVIER",98.36065573770492
"GARCIA LATORRE,ETHEL AWILDA","GARCIA LATORRE,ETHEL AWILDA",100.0
"BEDOLLA BECERRIL,JOSE EGBERTO","BEDOLLA BECERRIL,JOSE EGBERTO",100.0
"CHAVEZ LOMELI,EFRAIN RAFAEL","CHAVEZ LOMELI,EFRAIN RAFAEL",100.0
"SERRATO RODRIGUEZ,JUAN","SERRATO RODRIGUEZ,JUAN",100.0
"HERNANDEZ RODRIGUEZ,PABLO ROGELIO","HERNANDEZ RODRIGUEZ,PABLO ROGELIO",100.0
"DIDRIKSSON TAKAYANAGUI,AXEL","DIDRIKSSON TAKAYANAGUI,AXEL",100.0
"DE LA GARZA AMAYA,GUADALUPE MIREYA","DE LA GARZA AMAYA,GUADALUPE MIREYA",100.0
"PEREZ CASTORENA,ANA LIDIA","PEREZ CASTORENA,ANA LIDIA",100.0
"DIAZ POLANCO,HECTOR","DIAZ POLANCO,HECTOR",100.0
"HERNANDEZ CHAVEZ CORDERO,ALICIA VIRGINIA","HERNANDEZ CHAVEZ CORDERO,ALICIA VIRGINIA",100.0
"SOTO GONZALEZ,LUIS ARTURO","SOTO GONZALEZ,LUIS ARTURO",100.0
"SANCHEZ OBREGON,RUBEN TRINIDAD","SANCHEZ OBREGON,RUBEN TRINIDAD",100.0
"QUIJANO,LEOVIGILDO","QUIJANO , LEOVIGILDO",94.73684210526316
"AMADOR BEDOLLA,CARLOS","AMADOR BEDOLLA,CARLOS",100.0
"QUINTANAR STEPHANO,ANDRES","QUINTANAR STEPHANO,ANDRES",100.0
"PEREZNIETO CASTRO,LEONEL","PEREZNIETO CASTRO,LEONEL",100.0
"CHICUREL UZIEL,RICARDO","CHICUREL UZIEL,RICARDO",100.0
"ESCAMILLA SILVA,ELEAZAR MAXIMO","ESCAMILLA SILVA,ELEAZAR MAXIMO",100.0
"JIMENEZ GUTIERREZ,ARTURO","JIMENEZ GUTIERREZ,ARTURO",100.0
"GONZALEZ MARTINEZ,SIMON","GONZALEZ MARTINEZ,SIMON",100.0
"ITURBE ARGUELLES,MARIA DEL ROSARIO","ITURBE ARGUELLES,MARIA DEL ROSARIO",100.0
"FERNANDEZ ZAYAS,JOSE LUIS","FERNANDEZ ZAYAS,JOSE LUIS",100.0
"RODRIGUEZ RODRIGUEZ,MARIO EMILIO","RODRIGUEZ RODRIGUEZ,MARIO EMILIO",100.0
"FILLOY YAGUE,EUGENIO","FILLOY YAGUE,EUGENIO",100.0
"WAKSMAN MINSKY,NOEMI HERMINIA","WAKSMAN MINSKY,NOEMI HERMINIA",100.0
"PRADO ALCALA,ROBERTO AGUSTIN","PRADO ALCALA,ROBERTO AGUSTIN",100.0
"FUENTES PARDO,BEATRIZ","FUENTES PARDO,BEATRIZ",100.0
"GONZALEZ MUÑOZ,SERGIO SEGUNDO","GONZALEZ MUÑOZ, SERGIO SEGUNDO",98.30508474576271
"CUCA GARCIA,JUAN MANUEL","CUCA GARCIA,JUAN MANUEL",100.0
"ALAGON CANO,ALEJANDRO","ALAGON CANO,ALEJANDRO",100.0
"TORRES HERNANDEZ,GLAFIRO","TORRES HERNANDEZ,GLAFIRO",100.0
"SUAREZ GUEMES,FRANCISCO","SUAREZ GUEMES,FRANCISCO",100.0
"FLORES ESPINOZA,RUBEN","FLORES ESPINOZA,RUBEN",100.0
"ACEVES TORRES,RAUL","ACEVES TORRES,RAUL",100.0
"MORALES Y PUENTE,PEDRO ABELARDO","MORALES Y PUENTE,PEDRO ABELARDO",100.0
"WELTI CHANES,CARLOS","WELTI CHANES,CARLOS",100.0
"SALINAS BARRIOS,ELIZABETH MARITZA","SALINAS BARRIOS,ELIZABETH MARITZA",100.0
"SALINAS CARMONA,MARIO CESAR","SALINAS CARMONA,MARIO CESAR",100.0
"BARRERA SALDAÑA,HUGO ALBERTO","BARRERA SALDAÑA,HUGO ALBERTO",100.0
"TAMARIZ MASCARUA,ANGEL","TAMARIZ MASCARUA,ANGEL",100.0
"TRIGO TAVERA,FRANCISCO JOSE","TRIGO TAVERA,FRANCISCO JOSE",100.0
"RAMIREZ SOLIS,JORGE FERNANDO","RAMIREZ SOLIS,JORGE FERNANDO",100.0
"FORTOUL VANDER GOES,TERESA IMELDA","FORTOUL VANDER GOES,TERESA IMELDA",100.0
"LEMA LABADIE D ARCE,ROSA","LEMA LABADIE D ARCE,ROSA",100.0
"JIMENEZ PLA,YVETTE DE LOURDES","JIMENEZ PLA,YVETTE DE LOURDES",100.0
"GARCIA CANCLINI,NESTOR RAUL","GARCIA CANCLINI,NESTOR RAUL",100.0
JUAN CUAUHTEMOC DIAZ ZAGOYA,JUAN CUAUHTEMOC DIAZ ZAGOYA,100.0
"PEDERNERA ASTEGIANO,ENRIQUE ANTONIO","PEDERNERA ASTEGIANO,ENRIQUE ANTONIO",100.0
"TAYLOR DA CUNHA E MELLO,MARIA LUCIA","TAYLOR DA CUNHA E MELLO,MARIA LUCIA",100.0
"TORIELLO NAJERA,CONCEPCION","TORIELLO NAJERA,CONCEPCION",100.0
"MORENO ARMELLA,LUIS ENRIQUE","MORENO ARMELLA,LUIS ENRIQUE",100.0
"LACLETTE SN ROMAN,JUAN PEDRO","LACLETTE SN ROMAN,JUAN PEDRO",100.0
"ROTHENBERG LORENZ,STEPHEN JOEL","ROTHENBERG LORENZ,STEPHEN JOEL",100.0
"CARDENAS VAZQUEZ,RENE DE JESUS","CARDENAS VAZQUEZ,RENE DE JESUS",100.0
"PEREZ ORTIZ,TILA MARIA","PEREZ ORTIZ,TILA MARIA",100.0
"PEREZ DE TEJADA Y JAIME,HECTOR ANTONIO","PEREZ DE TEJADA Y JAIME,HECTOR ANTONIO",100.0
"RODRIGUEZ CARRANZA,RODOLFO","RODRIGUEZ CARRANZA,RODOLFO",100.0
"OLIVER SALVADOR,MARIA DEL CARMEN","OLIVER SALVADOR,MARIA DEL CARMEN",100.0
"VILLALOBOS MOLINA,RAFAEL","VILLALOBOS MOLINA,RAFAEL",100.0
"SAAVEDRA MOLINA,FRANCISCO ALFREDO","SAAVEDRA MOLINA,FRANCISCO ALFREDO",100.0
"CUEVAS CARDONA,SALVADOR CARLOS","CUEVAS CARDONA,SALVADOR CARLOS",100.0
"MADRIGAL BUJAIDAR,EDUARDO","MADRIGAL BUJAIDAR,EDUARDO",100.0
"TURRENT FERNANDEZ,ANTONIO","TURRENT FERNANDEZ,ANTONIO",100.0
"ITURBE GARCIA,JOSE LUIS","ITURBE GARCIA,JOSE LUIS",100.0
"BRAMBILA PAZ,ROSA MARGARITA","BRAMBILA PAZ,ROSA MARGARITA",100.0
"BRAMBILA PAZ,GLORIA LETICIA","BRAMBILA PAZ,GLORIA LETICIA",100.0
"URRUTIA FUCUGAUCHI,JAIME HUMBERTO","URRUTIA FUCUGAUCHI,JAIME HUMBERTO",100.0
"SELIGMAN SCHURCH,THOMAS HENRY","SELIGMAN SCHURCH,THOMAS HENRY",100.0
"GONZALEZ JACOME,ALBA","GONZALEZ JACOME,ALBA",100.0
"RENDON CORONA,ARMANDO","RENDON CORONA,ARMANDO",100.0
"AYALA GUERRERO,FRUCTUOSO","AYALA GUERRERO,FRUCTUOSO",100.0
"CAÑEDO Y DORANTES,LUIS ENRIQUE ALBERTO","CAÑEDO Y DORANTES, LUIS ENRIQUE ALBERTO",98.7012987012987
"LEY KOO,EUGENIO","LEY KOO,EUGENIO",100.0
"TENTORI SANTA CRUZ,DIANA","TENTORI SANTA CRUZ,DIANA",100.0
"MACHORRO MEJIA,ROBERTO","MACHORRO MEJIA,ROBERTO",100.0
"SANCHEZ SINENCIO,FELICIANO","SANCHEZ SINENCIO,FELICIANO",100.0
"ROJAS NIETO,CECILIA","ROJAS NIETO,CECILIA",100.0
"OROPEZA SALIN,CARLOS MARIANO","OROPEZA SALIN,CARLOS MARIANO",100.0
"MENDOZA MARTINEZ,GERMAN DAVID","MENDOZA MARTINEZ,GERMAN DAVID",100.0
