NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY,ES_MISMA_PERSONA,DETALLES,UBICACION_DATAF,UBICACION_INVENTOR,AÑO_PATENTE,PERIODOS_VALIDOS
"LEON ROVIRA,NOEL","LEON ROVIRA,NOEL",100,True,Fecha [patente 2019] válida en: 2019-2022,"NUEVO LEON,MEXICO","MONTERREY,MX",2019,2019-2022
"LEYVA INZUNZA,ZENAIDA CAROLINA","LEYVA INZUNZA,ZENAIDA CAROLINA",100,True,"Fecha [patente 2016] válida en: 2016-2020, 2016-2019","CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2016,"2016-2020, 2016-2019"
"LICEA NAVARRO,ALEXEI FEDOROVISH","LICEA NAVARRO,ALEXEI FEDOROVISH",100,True,Fecha [patente 2021] válida en: 2019-2023,"BAJA CALIFORNIA,MEXICO","ENSENADA,MX",2021,2019-2023
"LIKHANOVA,NATALYA VICTOROVNA","LIKHANOVA,NATALYA VICTOROVNA",100,True,Fecha [patente 2019] válida en: 2016-2019,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2019,2016-2019
"LIU,XIANGJIE","LIN,YINGJIE",7.333.333.333.333.330,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","EL PASO,US",2001,
"LI,XIAOOU","LIU,XIAOHUI",7.846.153.846.153.840,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","HOLLADAY,US",2018,
"LOPEZ ARREDONDO,DAMAR LIZBETH","LOPEZ ARREDONDO,DAMAR LISBETH",9.615.384.615.384.610,True,Similitud Nombre (97%),,,,
"LOPEZ BUCIO,JOSE","LOPEZ BUCIO,JOSE",100,True,Similitud Nombre (100%),,,,
"LOPEZ CANOVAS,LILIA","LOPEZ CANOVA,LILIA",98,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","BOYEROS,CU",2007,
"LOPEZ CANOVAS,LILIA","LOPEZ CANOVAS,LILIA",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","BOYEROS,CU",2010,
"LOPEZ CERVANTES,JAIME","LOPEZ CERVANTES,JAIME",100,True,Similitud Nombre (100%),,,,
"LOPEZ CUEVAS,JORGE","LOPEZ CUEVAS,JORGE",100,True,Similitud Nombre (100%),,,,
"LOPEZ DE HARO,MARIANO","LOPEZ DE HARO,MARIANO",100,True,Fecha [patente 2007] válida en: 2001-2009,"MORELOS,MEXICO","CUAUHTEMOC,MX",2007,2001-2009
"LOPEZ DIAZ DE LEON,CARLOS","LOPEZ DIAZ,CARLOS",8.571.428.571.428.570,True,Fecha [patente 2021] válida en: 2021-2024,"CHIHUAHUA,MEXICO","GUADALAJARA,MX",2021,2021-2024
"LOPEZ GOERNE,TESSY MARIA","LOPEZ GOERNE,TESSY MARIA",100,True,Similitud Nombre (100%),,,,
"LOPEZ GOMEZ,RONALD VICTOR MANUEL","LOPEZ GOMEZ,RONALD VICTOR MANUEL",100,True,Similitud Nombre (100%),,,,
"LOPEZ LAGUNAS,ABELARDO","LOPEZ LAGUNAS,ABELARDO",100,True,Similitud Nombre (100%),,,,
"LOPEZ LIMA,JOSE DANIEL","LOPEZ LIMA,JOSE DANIEL",100,True,Sin coincidencias,"VERACRUZ DE IGNACIO DE LA LLAVE,MEXICO","VERACRUZ,MX",2018,
"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS, III,CONSTANTINO ROBERTO",9.130.434.782.608.690,True,Similitud Nombre (100%),,,,
"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS,CONSTANTINO III ROBERTO",100,True,Similitud Nombre (100%),,,,
"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS,CONSTANTINO ILL ROBERTO",9.565.217.391.304.340,True,Similitud Nombre (94%),,,,
"LOPEZ MEYER,PAULO","LOPEZ MEYER,PAULO",100,True,Sin coincidencias,"JALISCO,MEXICO","ZAPOPAN,MX",2019,
"LOPEZ ORTIZ,ALEJANDRO","LOPEZ ORTIZ,ALEJANDRO",100,True,Fecha [patente 2018] válida en: 2018-2022,"CHIHUAHUA,MEXICO","CHIHUAHUA,MX",2018,2018-2022
"LOPEZ RAMIREZ,SIMON","LOPEZ RAMIREZ,SIMON",100,True,Fecha [patente 2019] válida en: 2016-2020,"CIUDAD DE MEXICO,MEXICO","VILLA DE COS,MX",2019,2016-2020
"LOPEZ SALINAS,ESTEBAN","LOPEZ SALINAS,ESTEBAN",100,True,Fecha [patente 2021] válida en: 2019-2023,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2021,2019-2023
"LOPEZ SERRANO RAMOS,FRANCISCO","LOPEZ SERRANO RAMOS,FRANCISCO",100,True,Similitud Nombre (100%),,,,
"LOPEZ VIDAL,YOLANDA","LOPEZ VIDAL,YOLANDA",100,True,Fecha [patente 2010] válida en: 2006-2010,"CIUDAD DE MEXICO,MEXICO","ACAPULCO,MX",2010,2006-2010
"LOPEZ ZAVALA,MIGUEL ANGEL","LOPEZ ZAVALA,MIGUEL ANGEL",100,True,Sin coincidencias,"NUEVO LEON,MEXICO","MONTERREY,MX",2014,
"LOPEZ LOERA,HECTOR","LOPEZ,HECTOR",81.25,True,Fecha [patente 2021] válida en: 2020-2023,"SAN LUIS POTOSI,MEXICO","ACAMBARO,MX",2021,2020-2023
"LOPEZ,JUAN","LOPEZ,JUAN",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","RIO RICO,MX",2023,
"LOPEZ,JUAN","LOPEZ,JUAN E",90,True,Similitud Nombre (100%),,,,
"LOPEZ GOMEZ,RODOLFO","LOPEZ,RODOLFO",81.25,True,Fecha [patente 2021] válida en: 2018-2021,"MICHOACAN DE OCAMPO,MEXICO","AUSTIN,US",2021,2018-2021
"LORIA BASTARRACHEA,MARIA ISABEL DE LOS DOLORES","LORIA BASTARRACHEA,MARIA ISABEL DE LOS DOLORES",100,True,Sin coincidencias,"YUCATAN,MEXICO","MERIDA,MX",2017,
"LOZADA Y CASSOU,MARCELO","LOZADA Y CASSOU,MARCELO",100,True,Fecha [patente 2008] válida en: 2001-2009,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2008,2001-2009
"LUJAN MONTELONGO,JESUS ARMANDO","LUJAN MONTELONGO,JESUS ARMANDO",100,True,Similitud Nombre (100%),,,,
"LUNA AGUILAR,ESTEBAN ANTOLIN","LUNA AGUILAR,ESTEBAN ANTOLIN",100,True,Fecha [patente 2022] válida en: 2022-2024,"BAJA CALIFORNIA,MEXICO","ENSENADA,MX",2022,2022-2024
"LUNA GARCIA,JESUS","LUNA GARCIA,JESUS",100,True,Sin coincidencias,"EXTERIOR,ESPAÑA","MEXICO CITY,MX",2013,
"LUNA GUTIERREZ,MYRNA ALEJANDRA","LUNA GUTIERREZ,MYRNA ALEJANDRA",100,True,Fecha [patente 2021] válida en: 2019-2022,"MEXICO,MEXICO","ESTADO DE MEXICO,MX",2021,2019-2022
"LUNA PINEDA,VICTOR MANUEL","LUNA PINEDA,VICTOR MANUEL",100,True,Fecha [patente 2023] válida en: 2023-2027,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2023,2023-2027
"LUNA PIZARRO,DANIEL","LUNA PIZARRO,DANIEL",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MIGUEL HIDALGO,MX",2013,
"LUNA ROJERO,ERICK EMANUEL","LUNA ROJERO,ERICK EMANUEL",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","XICO,MX",2019,
"MALDONADO CORTES,DEMOFILO","MALDONADO CORTES,DEMOFILO",100,True,Similitud Nombre (100%),,,,
"MALDONADO RODRIGUEZ,ROGELIO","MALDONADO RODRIGUEZ,ROGELIO",100,True,Similitud Nombre (100%),,,,
"MANUCHARYAN,KAREN","MANUCHARYAN,KAREN",100,True,Fecha [patente 2019] válida en: 2015-2019,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2019,2015-2019
"MAR JUAREZ,ELIZABETH","MAR JUAREZ,ELIZABETH",100,True,Fecha [patente 2019] válida en: 2018-2020,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2019,2018-2020
"MARIN CRUZ,JESUS","MARIN CRUZ,JESUS",100,True,Fecha [patente 2018] válida en: 2017-2020,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,2017-2020
"MARIN ROSAS,CELIA","MARIN ROSAS,CELIA",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,
"MARIN CRUZ,JESUS","MARINI,JESUS",81.25,True,Fecha [patente 2019] válida en: 2017-2020,"CIUDAD DE MEXICO,MEXICO","FRACC. CIUDAD OLMECA,MX",2019,2017-2020
"MARINO MARMOLEJO,ERIKA NAHOMY","MARINO MARMOLEJO,ERIKA NAHOMY",100,True,"Fecha [patente 2020] válida en: 2020-2022, 2020-2024","JALISCO,MEXICO","GUADALAJARA,MX",2020,"2020-2022, 2020-2024"
"MARQUEZ LUCERO,ALFREDO","MARQUEZ LUCERO,ALFREDO",100,True,Fecha [patente 2006] válida en: 2006-2010,"CHIHUAHUA,MEXICO","ENSENADA,MX",2006,2006-2010
"MARQUEZ RUBIO,JUAN FRANCISCO","MARQUEZ,JOSE FRANCISCO",7.428.571.428.571.420,True,Fecha [patente 2019] válida en: 2017-2020,"CIUDAD DE MEXICO,MEXICO","MEXICALI,MX",2019,2017-2020
"MARROQUIN SANCHEZ,GUSTAVO JESUS","MARROQUIN SANCHEZ,GUSTAVO JESUS",100,True,Fecha [patente 2018] válida en: 2016-2019,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,2016-2019
"MARTIN DEL CAMPO LOPEZ,FABIOLA","MARTIN DEL CAMPO LOPEZ,FABIOLA",100,True,Sin coincidencias,"JALISCO,MEXICO","GUADALAJARA,MX",2019,
"MARTINEZ TELLEZ,MIGUEL ANGEL","MARTIN TELLEZ,MIGUEL ANGEL",9.642.857.142.857.140,True,Fecha [patente 2018] válida en: 2018-2022,"SONORA,MEXICO","NAUCALPAN,MX",2018,2018-2022
"MARTINEZ ALANIS,MAURICIO","MARTINEZ ALANIS,MAURICIO",100,True,Sin coincidencias,"QUERETARO,MEXICO","EL PUEBLITO,MX",2013,
"MARTINEZ BUSTOS,FERNANDO","MARTINEZ BUSTOS,FERNANDO",100,True,Similitud Nombre (100%),,,,
"MARTINEZ CASTANON,GABRIEL ALEJANDRO","MARTINEZ CASTANON,GABRIEL ALEJANDRO",100,True,Similitud Nombre (100%),,,,
"MARTINEZ CHAPA,SERGIO OMAR","MARTINEZ CHAPA,SERGIO OMAR",100,True,Fecha [patente 2023] válida en: 2020-2023,"NUEVO LEON,MEXICO","MONTERREY,MX",2023,2020-2023
"MARTINEZ GOMEZ,ALVARO DE JESUS","MARTINEZ GOMEZ,ALVARO DE JESUS",100,True,Similitud Nombre (100%),,,,
"MARTINEZ GOMEZ,LORENZO","MARTINEZ GOMEZ,LORENZO",100,True,Fecha [patente 2013] válida en: 2013-2022,"MORELOS,MEXICO","CUERNAVACA,MX",2013,2013-2022
"MARTINEZ JARQUIN,SANDRA","MARTINEZ JARQUIN,SANDRA",100,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","OAXACA,MX",2016,
"MARTINEZ JIMENEZ,ALFREDO","MARTINEZ JIMENEZ,ALFREDO",100,True,Fecha [patente 2013] válida en: 2012-2016,"MORELOS,MEXICO","TLALTIZAPAN,MX",2013,2012-2016
"MARTINEZ MAGADAN,JOSE MANUEL","MARTINEZ MAGADAN,JOSE MANUEL",100,True,Fecha [patente 2019] válida en: 2017-2021,"CIUDAD DE MEXICO,MEXICO","COPOYA,MX",2019,2017-2021
"MARTINEZ MARTINEZ DE LA ESCALERA,LORENZO","MARTINEZ MARTINEZ DE LA ESCALARA,LORENZO",984.375,True,Fecha [patente 2013] válida en: 2012-2014,"MORELOS,MEXICO","MEXICO CITY,MX",2013,2012-2014
"MARTINEZ PALOU,RAFAEL","MARTINEZ PALOU,RAFAEL",100,True,Fecha [patente 2018] válida en: 2014-2018,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2018,2014-2018
"MARTINEZ ROMERO,OSCAR","MARTINEZ ROMERO,OSCAR",100,True,Similitud Nombre (100%),,,,
"MARTINEZ TELLEZ,MIGUEL ANGEL","MARTINEZ TELLEZ,MIGUEL ANGEL",100,True,Fecha [patente 2013] válida en: 2013-2017,"SONORA,MEXICO","SONORA,MX",2013,2013-2017
"MARTINEZ RIOS,ALEJANDRO","MARTINEZ,ALEJANDRO",880.952.381,True,Fecha [patente 2022] válida en: 2021-2025,"EXTERIOR,USA","TOLUCA,MX",2022,2021-2025
"MARTINEZ RIOS,ALEJANDRO","MARTINEZ,ALEJANDRO LEON",7.722.567.287.784.670,True,Fecha [patente 2012] válida en: 2012-2015,"EXTERIOR,USA","GUANAJUATO,MX",2012,2012-2015
"MARTINEZ RICHA,ANTONIO","MARTINEZ,ANTONIO",8.636.363.636.363.630,True,Fecha [patente 2002] válida en: 2002-2005,"GUANAJUATO,MEXICO","JALISCO,MX",2002,2002-2005
"MARTINEZ VERA,CARLOS","MARTINEZ,CARLOS L",8.095.238.095.238.090,True,Similitud Nombre (94%),,,,
"MARTINEZ FONG,DANIEL","MARTINEZ,DANIEL",880.952.381,True,Fecha [patente 2004] válida en: 2004-2008,"CIUDAD DE MEXICO,MEXICO","EL PASO,US",2004,2004-2008
"MARTINEZ MARIN,EDUARDO","MARTINEZ,EDUARDO",8.636.363.636.363.630,True,Fecha [patente 2021] válida en: 2021-2024,"PUEBLA,MEXICO","MEXICALI,MX",2021,2021-2024
"MARTINEZ MONTES,FEDERICO","MARTINEZ,FEDERICO",8.478.260.869.565.210,True,Fecha [patente 2022] válida en: 2016-2034,"CIUDAD DE MEXICO,MEXICO","GUADALAJARA,MX",2022,2016-2034
"MARTINEZ RUIZ,HECTOR","MARTINEZ,HECTOR G",8.095.238.095.238.090,True,Similitud Nombre (94%),,,,
"MARTINEZ CORTES,ISMAEL","MARTINEZ,ISMAEL",8.478.260.869.565.210,True,Sin coincidencias,"CIUDAD DE MEXICO,MEXICO","MEXICO CITY,MX",2010,
"MARTINEZ ANDRADE,LUIS","MARTINEZ,LUIS",8.333.333.333.333.330,True,Fecha [patente 2019] válida en: 2018-2020,"EXTERIOR,BELGICA","MEXICO CITY,MX",2019,2018-2020
"MARTINEZ ANDRADE,LUIS","MARTINEZ,LUIS M",7.333.333.333.333.330,True,Similitud Nombre (93%),,,,
